PID,Player,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90
27,Adam Lallana,Liverpool,31,2371,8,7,4.51,4.11,0.17,0.16
28,Mesut Özil,Arsenal,33,2856,8,9,5.61,8.07,0.18,0.25
29,Manuel Lanzini,West Ham,35,2727,8,2,6.07,4.01,0.20,0.13
30,Christian Eriksen,Tottenham,36,3181,8,15,8.86,11.74,0.25,0.33
31,Willian,Chelsea,34,1509,8,2,3.76,3.06,0.22,0.18
33,Junior Stanislas,Bournemouth,21,1489,7,5,4.85,3.85,0.29,0.23
34,Divock Origi,Liverpool,34,1450,7,3,5.52,1.60,0.34,0.10
35,James Milner,Liverpool,36,3170,7,3,7.36,3.95,0.21,0.11
36,Wilfried Zaha,Crystal Palace,35,3033,7,9,5.57,4.54,0.17,0.13
37,Andy Carroll,West Ham,18,1318,7,1,4.52,1.72,0.31,0.12
38,Etienne Capoue,Watford,37,3231,7,1,3.72,1.51,0.10,0.04
39,Raheem Sterling,Manchester City,33,2532,7,6,8.11,5.50,0.29,0.20
40,Nathan Redmond,Southampton,37,2917,7,1,4.82,5.89,0.15,0.18
42,Islam Slimani,Leicester,23,1275,7,4,6.82,2.07,0.48,0.15
44,Gabriel Jesus,Manchester City,10,649,7,4,7.24,1.89,1.00,0.26
45,Kevin De Bruyne,Manchester City,36,2893,6,18,6.77,15.89,0.21,0.49
46,Callum Wilson,Bournemouth,20,1382,6,0,5.37,0.55,0.35,0.04
48,Juan Mata,Manchester United,25,1641,6,3,5.67,4.54,0.31,0.25
49,Gary Cahill,Chelsea,37,3299,6,0,3.30,0.17,0.09,0.00
50,Leroy Fer,Swansea,34,2393,6,2,5.21,1.06,0.20,0.04
51,André Ayew,West Ham,25,1432,6,3,7.65,2.37,0.48,0.15
52,Riyad Mahrez,Leicester,36,2859,6,3,8.95,6.25,0.28,0.20
53,Georginio Wijnaldum,Liverpool,36,2981,6,9,5.57,5.30,0.17,0.16
55,Benik Afobe,Bournemouth,31,1436,6,3,8.92,1.83,0.56,0.11
56,Charlie Austin,Southampton,15,946,6,1,6.62,1.62,0.63,0.15
58,Marcos Alonso,Chelsea,31,2696,6,3,4.15,3.15,0.14,0.11
59,Ashley Barnes,Burnley,28,1788,6,2,6.59,2.39,0.33,0.12
60,Leroy Sané,Manchester City,26,1793,5,3,5.82,5.70,0.29,0.29
61,Marcus Rashford,Manchester United,32,1687,5,1,6.27,1.99,0.33,0.11
62,Ross Barkley,Everton,36,2922,5,8,6.94,7.26,0.21,0.22
63,Emre Can,Liverpool,32,2360,5,2,3.21,2.09,0.12,0.08
64,Wayne Rooney,Manchester United,25,1538,5,5,7.07,3.01,0.41,0.18
65,James McArthur,Crystal Palace,29,2034,5,3,1.70,2.35,0.08,0.10
67,Cesc Fàbregas,Chelsea,29,1294,5,12,2.81,7.85,0.20,0.55
69,Jay Rodriguez,Southampton,24,866,5,2,4.76,0.51,0.50,0.05
70,Yaya Touré,Manchester City,25,1955,5,0,3.70,1.12,0.17,0.05
72,Michy Batshuayi,Chelsea,20,221,5,1,3.76,0.03,1.53,0.01
73,Paul Pogba,Manchester United,30,2606,5,4,6.51,5.59,0.22,0.19
74,Henrikh Mkhitaryan,Manchester United,24,1347,4,1,2.71,3.52,0.18,0.24
75,Charlie Daniels,Bournemouth,34,3060,4,3,1.61,2.17,0.05,0.06
76,Yohan Cabaye,Crystal Palace,32,2138,4,3,3.43,2.89,0.14,0.12
77,Anthony Martial,Manchester United,25,1558,4,6,3.31,3.67,0.19,0.21
78,Seamus Coleman,Everton,26,2317,4,3,1.38,2.76,0.05,0.11
79,Kevin Mirallas,Everton,35,2100,4,6,3.55,3.73,0.15,0.16
81,David Silva,Manchester City,34,2775,4,7,6.24,8.12,0.20,0.26
82,Kelechi Iheanacho,Manchester City,20,515,4,3,4.74,2.53,0.83,0.44
84,Victor Wanyama,Tottenham,36,3021,4,1,4.79,2.04,0.14,0.06
85,James Ward-Prowse,Southampton,30,1886,4,4,4.65,2.89,0.22,0.14
88,Manolo Gabbiadini,Southampton,11,737,4,0,3.82,0.34,0.47,0.04
92,Alfie Mawson,Swansea,27,2430,4,0,2.05,0.39,0.08,0.01
93,Nolito,Manchester City,19,786,4,2,3.99,1.41,0.46,0.16
95,Stefano Okaka,Watford,19,941,4,0,2.62,1.36,0.25,0.13
96,Ilkay Gündogan,Manchester City,10,717,3,1,1.92,0.98,0.24,0.12
97,Daniel Sturridge,Liverpool,20,757,3,1,4.35,1.64,0.52,0.19
98,Alex Iwobi,Arsenal,26,1471,3,3,3.23,2.22,0.20,0.14
99,Scott Dann,Crystal Palace,23,1746,3,1,1.39,0.92,0.07,0.05
100,James Tomkins,Crystal Palace,24,1984,3,0,4.00,0.10,0.18,0.00
101,Mark Noble,West Ham,30,2422,3,0,3.65,1.43,0.14,0.05
103,Victor Moses,Chelsea,34,2519,3,2,4.05,2.63,0.14,0.09
105,Phil Jagielka,Everton,27,2252,3,2,1.27,0.70,0.05,0.03
106,Vincent Kompany,Manchester City,11,826,3,0,0.69,0.57,0.08,0.06
107,Wayne Routledge,Swansea,27,1957,3,1,3.78,2.05,0.17,0.09
108,Shinji Okazaki,Leicester,30,1594,3,1,2.96,1.24,0.17,0.07
109,Andros Townsend,Crystal Palace,36,2542,3,4,3.33,5.83,0.12,0.21
111,Shane Long,Southampton,32,1231,3,1,5.25,1.57,0.38,0.11
112,Dusan Tadic,Southampton,33,2457,3,5,6.76,5.70,0.25,0.21
115,Sofiane Feghouli,West Ham,21,1034,3,3,2.85,1.55,0.25,0.14
116,Ryan Fraser,Bournemouth,28,1774,3,5,2.11,3.62,0.11,0.18
120,Granit Xhaka,Arsenal,32,2492,2,2,0.91,2.12,0.03,0.08
121,Steve Cook,Bournemouth,38,3420,2,0,1.65,0.48,0.04,0.01
122,Dan Gosling,Bournemouth,27,1336,2,0,1.46,0.78,0.10,0.05
123,Marc Pugh,Bournemouth,21,1345,2,2,1.60,1.88,0.11,0.13
124,Laurent Koscielny,Arsenal,33,2828,2,0,1.33,0.20,0.04,0.01
125,Danny Welbeck,Arsenal,16,743,2,2,3.47,1.16,0.42,0.14
127,Connor Wickham,Crystal Palace,8,406,2,0,1.09,0.00,0.24,0.00
128,Winston Reid,West Ham,30,2595,2,2,0.81,0.94,0.03,0.03
129,Dimitri Payet,West Ham,18,1520,2,6,3.22,5.92,0.19,0.35
130,José Holebas,Watford,33,2917,2,4,0.92,2.92,0.03,0.09
131,Leighton Baines,Everton,32,2827,2,3,2.75,2.69,0.09,0.09
132,Gareth Barry,Everton,33,2109,2,1,0.86,1.35,0.04,0.06
133,Dejan Lovren,Liverpool,29,2559,2,1,1.14,0.44,0.04,0.02
134,Fernandinho,Manchester City,32,2752,2,1,3.29,2.47,0.11,0.08
136,Danny Rose,Tottenham,18,1538,2,2,0.90,1.35,0.05,0.08
137,Eric Dier,Tottenham,36,3045,2,0,1.59,0.75,0.05,0.02
138,James Collins,West Ham,22,1649,2,0,1.06,0.20,0.06,0.01
141,Robert Huth,Leicester,33,2932,2,2,2.03,1.55,0.06,0.05
142,Christian Fuchs,Leicester,36,3108,2,4,1.35,3.47,0.04,0.10
143,Marc Albrighton,Leicester,33,2449,2,6,1.28,4.64,0.05,0.17
144,Daryl Janmaat,Watford,27,1620,2,1,1.47,1.55,0.08,0.09
145,Martin Olsson,Swansea,15,1252,2,0,0.70,0.40,0.05,0.03
148,Ryan Bertrand,Southampton,28,2509,2,4,0.67,2.69,0.02,0.10
150,Santiago Cazorla,Arsenal,8,621,2,2,1.67,0.80,0.24,0.12
151,Alex Oxlade-Chamberlain,Arsenal,29,1564,2,7,2.44,4.47,0.14,0.26
152,Tom Davies,Everton,24,1540,2,3,1.40,1.97,0.08,0.11
153,M'Baye Niang,Watford,16,1278,2,2,1.27,1.85,0.09,0.13
155,Michael Keane,Burnley,35,3150,2,1,1.46,0.99,0.04,0.03
156,George Boyd,Burnley,36,2866,2,1,1.48,2.15,0.05,0.07
157,Ahmed Musa,Leicester,21,733,2,0,1.41,1.21,0.17,0.15
160,Shkodran Mustafi,Arsenal,26,2274,2,2,1.10,0.97,0.04,0.04
161,Roberto Pereyra,Watford,13,1044,2,2,1.38,1.70,0.12,0.15
162,Christian Kabasele,Watford,16,767,2,0,1.67,0.10,0.20,0.01
163,Vincent Janssen,Tottenham,27,815,2,2,4.42,1.25,0.49,0.14
164,Jeff Hendrick,Burnley,32,2698,2,1,1.31,0.65,0.04,0.02
166,Wilfred Ndidi,Leicester,17,1523,2,1,1.85,0.98,0.11,0.06
167,Luka Milivojevic,Crystal Palace,14,1230,2,0,1.99,0.64,0.15,0.05
168,Joel Matip,Liverpool,29,2453,1,0,3.10,0.51,0.11,0.02
169,Héctor Bellerín,Arsenal,33,2496,1,4,2.27,3.57,0.08,0.13
170,Aaron Ramsey,Arsenal,23,1212,1,4,3.51,4.43,0.26,0.33
171,Joe Ledley,Crystal Palace,18,1169,1,0,0.13,0.15,0.01,0.01
173,Cheikhou Kouyaté,West Ham,31,2738,1,0,1.05,0.32,0.03,0.01
174,Pedro Obiang,West Ham,22,1778,1,1,0.38,0.47,0.02,0.02
175,Daley Blind,Manchester United,23,1827,1,2,0.43,2.05,0.02,0.10
176,Marcos Rojo,Manchester United,21,1658,1,0,1.03,0.27,0.06,0.01
178,Ander Herrera,Manchester United,31,2466,1,6,1.43,4.00,0.05,0.15
179,Jesse Lingard,Manchester United,25,1384,1,2,3.76,2.20,0.24,0.14
180,Sebastian Prödl,Watford,33,2774,1,1,1.85,0.87,0.06,0.03
181,Miguel Britos,Watford,27,2291,1,2,2.01,1.57,0.08,0.06
182,Odion Ighalo,Watford,18,1292,1,1,3.47,0.64,0.24,0.04
183,James McCarthy,Everton,12,608,1,1,0.46,0.25,0.07,0.04
184,Jordan Henderson,Liverpool,24,2122,1,4,0.80,2.58,0.03,0.11
185,Pablo Zabaleta,Manchester City,20,1055,1,1,0.70,0.46,0.06,0.04
186,Nicolás Otamendi,Manchester City,30,2588,1,1,1.06,1.16,0.04,0.04
187,Gaël Clichy,Manchester City,25,2127,1,0,0.03,0.93,0.00,0.04
188,Aleksandar Kolarov,Manchester City,29,2532,1,1,1.02,1.06,0.04,0.04
189,Antonio Valencia,Manchester United,28,2488,1,3,1.85,2.63,0.07,0.10
190,Chris Smalling,Manchester United,18,1212,1,1,0.40,0.64,0.03,0.05
191,Marouane Fellaini,Manchester United,28,1591,1,0,2.17,0.66,0.12,0.04
192,Fraizer Campbell,Crystal Palace,12,125,1,0,0.44,0.05,0.32,0.04
193,Toby Alderweireld,Tottenham,30,2610,1,0,2.00,0.33,0.07,0.01
194,Mousa Dembélé,Tottenham,30,2085,1,1,0.57,0.98,0.02,0.04
195,Erik Lamela,Tottenham,9,590,1,1,1.80,1.20,0.27,0.18
198,Diafra Sakho,West Ham,4,183,1,0,0.60,0.06,0.30,0.03
199,Ben Davies,Tottenham,23,1729,1,3,0.43,2.61,0.02,0.14
200,Idrissa Gueye,Everton,33,2700,1,1,1.99,2.14,0.07,0.07
202,Jordan Ayew,Swansea,14,858,1,3,1.02,1.84,0.11,0.19
203,César Azpilicueta,Chelsea,38,3420,1,4,0.64,1.68,0.02,0.04
204,Nemanja Matic,Chelsea,35,2699,1,7,1.13,3.06,0.04,0.10
205,Angel Rangel,Swansea,18,811,1,0,0.24,0.69,0.03,0.08
206,Ashley Williams,Everton,36,3156,1,3,1.36,1.21,0.04,0.03
207,Kyle Naughton,Swansea,31,2722,1,0,0.57,1.83,0.02,0.06
211,Wes Morgan,Leicester,27,2430,1,0,1.87,0.13,0.07,0.00
212,N'Golo Kanté,Chelsea,35,3141,1,1,2.17,1.88,0.06,0.05
213,Daniel Drinkwater,Leicester,29,2466,1,1,1.14,1.12,0.04,0.04
214,Leonardo Ulloa,Leicester,16,412,1,0,1.90,0.10,0.42,0.02
215,Daniel Amartey,Leicester,24,1651,1,1,0.83,0.56,0.05,0.03
216,Demarai Gray,Leicester,30,1015,1,3,0.98,1.79,0.09,0.16
217,Ben Chilwell,Leicester,12,686,1,0,0.67,0.37,0.09,0.05
218,Andy King,Leicester,23,1439,1,0,0.61,0.24,0.04,0.02
219,Robbie Brady,Burnley,14,710,1,2,0.77,1.61,0.10,0.20
222,Adam Smith,Bournemouth,36,3094,1,5,1.39,4.81,0.04,0.14
223,Virgil van Dijk,Southampton,21,1857,1,0,1.37,0.48,0.07,0.02
224,Jordy Clasie,Southampton,16,1038,1,1,0.52,0.32,0.05,0.03
225,Oriol Romeu,Southampton,35,3071,1,0,1.81,1.18,0.05,0.03
226,Maya Yoshida,Southampton,23,2070,1,0,1.90,0.18,0.08,0.01
230,Fabian Delph,Manchester City,7,216,1,0,0.23,0.36,0.09,0.15
231,Harry Arter,Bournemouth,35,2963,1,4,3.23,2.12,0.10,0.06
233,John Terry,Chelsea,9,489,1,0,1.54,0.54,0.28,0.10
234,Matthew Pennington,Everton,3,180,1,0,0.64,0.17,0.32,0.09
235,Harry Winks,Tottenham,21,455,1,1,1.02,0.67,0.20,0.13
236,Ben Mee,Burnley,34,3018,1,0,0.90,0.23,0.03,0.01
237,Stephen Ward,Burnley,37,3233,1,1,1.38,2.21,0.04,0.06
238,Steven Defour,Burnley,21,1088,1,3,0.49,1.18,0.04,0.10
239,Dean Marney,Burnley,21,1779,1,2,0.27,0.54,0.01,0.03
240,Scott Arfield,Burnley,31,2118,1,0,2.94,1.88,0.12,0.08
241,Johann Berg Gudmundsson,Burnley,20,988,1,2,0.61,1.21,0.06,0.11
242,Jonathan Calleri,West Ham,16,526,1,0,2.45,0.41,0.42,0.07
243,David Luiz,Chelsea,33,2959,1,0,1.41,1.36,0.04,0.04
245,Jake Livermore Hull, West Bromwich Albion,37,2989,1,1,1.57,1.69,0.05,0.05
249,Lucas Pérez,Arsenal,11,254,1,0,0.94,0.57,0.33,0.20
250,Borja Bastón,Swansea,18,526,1,0,2.29,0.22,0.39,0.04
251,Mike van der Hoorn,Swansea,8,659,1,0,1.32,0.00,0.18,0.00
257,Juan Zuñiga,Watford,21,804,1,0,0.55,0.24,0.06,0.03
258,Isaac Success,Watford,19,463,1,1,1.25,0.36,0.24,0.07
259,Abdoulaye Doucouré,Watford,20,1349,1,0,1.88,0.42,0.13,0.03
260,Sofiane Boufal,Southampton,24,1090,1,0,1.12,1.29,0.09,0.11
263,Joey Barton,Burnley,14,1104,1,0,0.41,0.62,0.03,0.05
265,Dominic Calvert-Lewin,Everton,11,340,1,0,1.25,0.00,0.33,0.00
266,Ademola Lookman,Everton,8,289,1,0,1.14,0.00,0.36,0.00
267,Josh Harrop,Manchester United,1,90,1,0,0.14,0.02,0.14,0.02
268,Loris Karius,Liverpool,10,900,0,0,0.00,0.00,0.00,0.00
269,Ron-Robert Zieler,Leicester,9,752,0,0,0.00,0.00,0.00,0.00
270,Håvard Nordtveit,West Ham,16,955,0,1,0.13,0.75,0.01,0.07
272,Ragnar Klavan,Liverpool,20,1402,0,0,0.19,0.18,0.01,0.01
274,Pierre-Emile Højbjerg,Southampton,22,1296,0,0,1.36,0.62,0.09,0.04
275,Artur Boruc,Bournemouth,35,3150,0,0,0.00,0.02,0.00,0.00
276,Simon Francis,Bournemouth,34,2945,0,1,0.17,1.57,0.01,0.05
277,Andrew Surman,Bournemouth,22,1803,0,1,0.51,0.44,0.03,0.02
278,Max Gradel,Bournemouth,11,107,0,0,0.29,0.14,0.24,0.12
279,Lewis Grabban,Bournemouth,3,51,0,1,0.07,0.09,0.13,0.16
280,Adam Federici,Bournemouth,2,180,0,0,0.00,0.00,0.00,0.00
281,Lucas Leiva,Liverpool,24,1097,0,3,0.79,0.65,0.06,0.05
282,Brad Smith,Bournemouth,5,274,0,0,0.09,0.07,0.03,0.02
283,Kevin Stewart,Liverpool,4,15,0,0,0.00,0.00,0.00,0.00
284,Jordon Ibe,Bournemouth,25,1067,0,0,0.84,1.05,0.07,0.09
285,Mamadou Sakho,Crystal Palace,8,688,0,0,0.14,0.27,0.02,0.04
286,Simon Mignolet,Liverpool,28,2520,0,0,0.00,0.00,0.00,0.00
287,Jon Flanagan,Burnley,6,360,0,0,0.00,0.06,0.00,0.01
288,Petr Cech,Arsenal,35,3097,0,0,0.00,0.00,0.00,0.00
289,Gabriel,Arsenal,19,1517,0,0,0.39,0.27,0.02,0.02
290,Nacho Monreal,Arsenal,36,3152,0,2,1.13,1.93,0.03,0.06
291,Mohamed Elneny,Arsenal,14,693,0,1,0.55,0.13,0.07,0.02
292,Francis Coquelin,Arsenal,29,1799,0,0,0.77,0.67,0.04,0.03
293,David Ospina,Arsenal,2,143,0,0,0.00,0.00,0.00,0.00
294,Per Mertesacker,Arsenal,1,35,0,0,0.00,0.00,0.00,0.00
295,Wayne Hennessey,Crystal Palace,29,2610,0,0,0.00,0.09,0.00,0.00
296,Joel Ward,Crystal Palace,38,3420,0,1,0.94,0.86,0.02,0.02
297,Damien Delaney,Crystal Palace,30,1999,0,2,0.21,1.69,0.01,0.08
298,Pape Souaré,Crystal Palace,3,270,0,0,0.02,0.15,0.01,0.05
299,Jason Puncheon,Crystal Palace,36,3099,0,5,1.79,5.03,0.05,0.15
300,Mile Jedinak,Crystal Palace,1,90,0,0,0.00,0.07,0.00,0.07
301,Bakary Sako,Crystal Palace,7,121,0,0,0.13,0.09,0.10,0.07
302,Adrian Mariappa,Watford,7,556,0,0,0.12,0.08,0.02,0.01
303,Martin Kelly,Crystal Palace,29,2145,0,2,0.24,0.53,0.01,0.02
304,Lee Chung-yong,Crystal Palace,15,463,0,1,0.25,0.91,0.05,0.18
305,Adrián,West Ham,16,1440,0,0,0.00,0.03,0.00,0.00
306,Angelo Ogbonna,West Ham,20,1757,0,0,0.07,0.27,0.00,0.01
307,Aaron Cresswell,West Ham,26,2124,0,2,0.59,2.38,0.02,0.10
308,Darren Randolph,West Ham,22,1980,0,0,0.00,0.00,0.00,0.00
309,Kieran Gibbs,Arsenal,11,701,0,1,0.33,0.66,0.04,0.09
310,David de Gea,Manchester United,35,3150,0,0,0.00,0.00,0.00,0.00
311,Timothy Fosu-Mensah,Manchester United,4,95,0,0,0.03,0.00,0.03,0.00
312,Memphis Depay,Manchester United,4,13,0,0,0.00,0.00,0.00,0.00
313,Matteo Darmian,Manchester United,18,1333,0,0,0.09,0.40,0.01,0.03
315,Sergio Romero,Manchester United,2,180,0,0,0.00,0.00,0.00,0.00
316,Heurelho Gomes,Watford,38,3339,0,0,0.00,0.04,0.00,0.00
318,Valon Behrami,Watford,27,2056,0,0,0.19,0.42,0.01,0.02
319,Ben Watson,Watford,4,46,0,0,0.00,0.00,0.00,0.00
320,Nordin Amrabat,Watford,29,2120,0,3,1.05,2.76,0.04,0.12
321,Ikechi Anya,Watford,1,5,0,0,0.00,0.00,0.00,0.00
322,Costel Pantilimon,Watford,2,81,0,0,0.00,0.00,0.00,0.00
323,Craig Cathcart,Watford,15,1154,0,1,0.14,0.72,0.01,0.06
325,Joel Robles,Everton,20,1735,0,1,0.00,0.08,0.00,0.00
326,John Stones,Manchester City,27,2011,0,0,1.46,0.23,0.07,0.01
327,Gerard Deulofeu,Everton,11,452,0,0,0.68,0.48,0.14,0.10
328,Aaron Lennon,Everton,11,511,0,1,0.28,0.53,0.05,0.09
330,Ramiro Funes Mori,Everton,23,1530,0,1,0.76,0.98,0.04,0.06
332,Arouna Koné,Everton,6,62,0,0,0.11,0.02,0.16,0.03
333,Nathaniel Clyne,Liverpool,37,3326,0,2,1.43,4.60,0.04,0.12
334,Alberto Moreno,Liverpool,12,282,0,1,0.21,0.31,0.07,0.10
335,Fernando,Manchester City,15,547,0,0,0.10,0.16,0.02,0.03
336,Jesús Navas,Manchester City,24,1053,0,0,0.23,2.43,0.02,0.21
337,Willy Caballero,Manchester City,17,1450,0,0,0.00,0.00,0.00,0.00
338,Bacary Sagna,Manchester City,17,1341,0,1,0.07,0.69,0.00,0.05
339,Ashley Young,Manchester United,12,757,0,1,0.25,0.87,0.03,0.10
340,Jordon Mutch,Crystal Palace,4,42,0,0,0.00,0.02,0.00,0.04
341,Hugo Lloris,Tottenham,34,3004,0,0,0.00,0.04,0.00,0.00
342,Kyle Walker,Tottenham,33,2710,0,5,0.69,3.70,0.02,0.12
343,Jan Vertonghen,Tottenham,33,2902,0,0,0.59,0.31,0.02,0.01
344,Kevin Wimmer,Tottenham,5,357,0,0,0.00,0.04,0.00,0.01
345,Michel Vorm,Tottenham,5,416,0,0,0.00,0.00,0.00,0.00
346,Kieran Trippier,Tottenham,12,561,0,5,0.08,2.76,0.01,0.44
347,Michael Carrick,Manchester United,23,1607,0,0,0.21,0.57,0.01,0.03
348,Josh Onomah,Tottenham,5,11,0,0,0.09,0.00,0.71,0.00
351,Ashley Westwood,Burnley,9,549,0,0,0.03,0.15,0.01,0.02
352,Thibaut Courtois,Chelsea,36,3240,0,0,0.00,0.00,0.00,0.00
353,Branislav Ivanovic,Chelsea,13,578,0,0,0.32,0.19,0.05,0.03
354,Ruben Loftus-Cheek,Chelsea,6,23,0,0,0.14,0.00,0.54,0.00
356,Loïc Remy,Crystal Palace,5,121,0,0,0.35,0.08,0.26,0.06
357,Oscar,Chelsea,9,457,0,1,0.49,1.23,0.10,0.24
358,Asmir Begovic,Chelsea,2,180,0,0,0.00,0.00,0.00,0.00
359,Lukasz Fabianski,Swansea,37,3330,0,0,0.00,0.00,0.00,0.00
360,Federico Fernández,Swansea,27,2430,0,2,1.65,0.80,0.06,0.03
361,Neil Taylor,Swansea,11,923,0,0,0.05,0.05,0.01,0.00
362,Jack Cork,Swansea,30,2233,0,0,1.33,1.22,0.05,0.05
363,Jefferson Montero,Swansea,13,359,0,1,0.18,1.26,0.04,0.32
364,Modou Barrow,Swansea,18,1165,0,2,0.89,2.25,0.07,0.17
365,Jordi Amat,Swansea,17,1409,0,0,0.83,0.04,0.05,0.00
366,Kristoffer Nordfeldt,Swansea,1,90,0,0,0.00,0.00,0.00,0.00
367,Ki Sung-yueng,Swansea,23,1286,0,1,0.32,0.42,0.02,0.03
368,Ola Aina,Chelsea,3,20,0,0,0.04,0.00,0.18,0.00
375,Kasper Schmeichel,Leicester,30,2668,0,0,0.00,0.00,0.00,0.00
376,Danny Simpson,Leicester,35,2994,0,2,0.11,0.84,0.00,0.03
378,Marcin Wasilewski,Leicester,1,90,0,0,0.00,0.00,0.00,0.00
379,Moussa Sissoko,Tottenham,25,878,0,2,0.87,1.04,0.09,0.11
381,Nathan Dyer,Swansea,8,203,0,1,0.09,0.13,0.04,0.06
386,Saido Berahino Stoke, West Bromwich Albion,17,974,0,0,2.91,0.57,0.27,0.05
389,Leon Britton,Swansea,16,1201,0,0,0.00,0.06,0.00,0.00
390,Fraser Forster,Southampton,38,3420,0,0,0.00,0.34,0.00,0.01
391,Cuco Martina,Southampton,9,595,0,0,0.03,0.22,0.01,0.03
393,Maarten Stekelenburg,Everton,19,1685,0,0,0.00,0.00,0.00,0.00
394,Cédric Soares,Southampton,30,2524,0,3,0.65,3.08,0.02,0.11
402,Samir Nasri,Manchester City,1,13,0,0,0.54,0.11,3.71,0.74
404,Steven Davis,Southampton,32,2643,0,3,2.51,2.83,0.09,0.10
405,Matt Targett,Southampton,5,373,0,0,0.08,0.29,0.02,0.07
408,Stephen Kingsley,Swansea,13,1038,0,0,0.10,0.14,0.01,0.01
409,Mathieu Flamini,Crystal Palace,10,272,0,0,0.03,0.08,0.01,0.03
410,Jay Fulton,Swansea,11,700,0,0,0.09,0.08,0.01,0.01
