PID,Player,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90
131,Ashley Young,Manchester United,30,2451,2,4,0.71,3.75,0.03,0.14
132,Erik Lamela,Tottenham,25,822,2,2,3.58,1.85,0.39,0.20
133,Diafra Sakho,West Ham,14,264,2,0,1.75,0.03,0.59,0.01
134,Ben Davies,Tottenham,29,2328,2,6,1.02,3.74,0.04,0.14
135,Idrissa Gueye,Everton,33,2769,2,1,1.50,1.21,0.05,0.04
136,César Azpilicueta,Chelsea,37,3330,2,6,1.38,4.65,0.04,0.13
137,Cesc Fàbregas,Chelsea,32,2314,2,4,2.52,6.85,0.10,0.27
138,Ruben Loftus-Cheek,Crystal Palace,24,1877,2,3,3.45,3.25,0.17,0.16
139,Kenedy,Newcastle United,13,1039,2,2,2.40,1.82,0.21,0.16
140,Jack Cork,Burnley,38,3420,2,1,1.70,0.78,0.04,0.02
141,Ki Sung-yueng,Swansea,25,1869,2,2,0.85,1.77,0.04,0.09
142,Marc Albrighton,Leicester,34,2551,2,7,1.63,5.70,0.06,0.20
143,Andros Townsend,Crystal Palace,36,3141,2,7,3.11,8.64,0.09,0.25
146,Shane Long,Southampton,30,1566,2,1,3.99,1.31,0.23,0.08
147,Maya Yoshida,Southampton,24,2051,2,0,1.99,0.55,0.09,0.02
148,Ciaran Clark,Newcastle United,20,1744,2,1,2.17,0.95,0.11,0.05
149,Tom Davies,Everton,33,1901,2,1,1.48,0.65,0.07,0.03
150,João Mário,West Ham,13,1037,2,1,1.77,1.15,0.15,0.10
151,Scott Arfield,Burnley,18,1343,2,1,1.36,0.40,0.09,0.03
152,Johann Berg Gudmundsson,Burnley,35,2845,2,8,2.95,5.05,0.09,0.16
153,Michy Batshuayi,Chelsea,12,342,2,1,1.34,0.09,0.35,0.02
154,Harry Maguire,Leicester,38,3420,2,4,2.31,4.56,0.06,0.12
156,Christian Kabasele,Watford,28,2330,2,0,0.78,0.13,0.03,0.01
157,Alfie Mawson,Swansea,38,3420,2,1,2.51,0.56,0.07,0.01
158,Sofiane Boufal,Southampton,26,1198,2,2,1.63,1.71,0.12,0.13
159,Jack Stephens,Southampton,22,1980,2,0,1.30,0.24,0.06,0.01
162,Jeff Hendrick,Burnley,34,2363,2,2,2.09,2.70,0.08,0.10
163,Lys Mousset,Bournemouth,23,569,2,0,1.15,1.11,0.18,0.18
165,Antonio Rüdiger,Chelsea,27,2337,2,1,2.07,0.50,0.08,0.02
166,Christian Atsu,Newcastle United,28,1777,2,2,3.97,2.78,0.20,0.14
167,Tiemoué Bakayoko,Chelsea,29,2118,2,2,3.45,1.32,0.15,0.06
168,Serge Aurier,Tottenham,17,1432,2,2,0.77,2.64,0.05,0.17
170,Tomer Hemed,Brighton,16,849,2,2,1.70,0.11,0.18,0.01
171,Tom Ince,Huddersfield,33,2465,2,0,6.73,1.47,0.25,0.05
172,Mohamed Diamé,Newcastle United,31,2042,2,0,1.68,1.01,0.07,0.04
173,Will Hughes,Watford,15,1004,2,3,0.66,1.48,0.06,0.13
175,Granit Xhaka,Arsenal,38,3274,1,7,2.18,2.86,0.06,0.08
176,Elias Kachunga,Huddersfield,19,1350,1,1,1.84,0.63,0.12,0.04
177,Ragnar Klavan,Liverpool,19,1448,1,0,0.93,0.14,0.06,0.01
178,Joel Matip,Liverpool,25,1993,1,0,2.35,0.58,0.11,0.03
179,Charlie Daniels,Bournemouth,35,3012,1,3,0.57,2.48,0.02,0.07
180,Mamadou Sakho,Crystal Palace,19,1598,1,2,1.49,1.01,0.08,0.06
181,Per Mertesacker,Arsenal,6,360,1,0,0.09,0.00,0.02,0.00
182,Scott Dann,Crystal Palace,17,1435,1,0,2.43,0.22,0.15,0.01
183,Yannick Bolasie,Everton,16,851,1,0,2.02,0.34,0.21,0.04
184,Angelo Ogbonna,West Ham,32,2880,1,0,0.77,0.45,0.02,0.01
185,Aaron Cresswell,West Ham,36,3081,1,7,0.67,3.32,0.02,0.10
186,Miguel Britos,Watford,12,798,1,0,0.82,0.89,0.09,0.10
187,Etienne Capoue,Watford,23,1544,1,0,0.98,0.79,0.06,0.05
189,Gerard Deulofeu,Watford,7,443,1,0,0.56,0.59,0.11,0.12
190,Tom Cleverley,Watford,23,1909,1,2,1.78,1.40,0.08,0.07
191,Jordan Henderson,Liverpool,27,2172,1,1,1.14,1.95,0.05,0.08
192,Vincent Kompany,Manchester City,17,1401,1,1,1.02,0.41,0.07,0.03
194,James Collins,West Ham,13,1051,1,0,0.48,0.51,0.04,0.04
195,Nemanja Matic,Manchester United,36,3121,1,1,0.45,1.39,0.01,0.04
196,Federico Fernández,Swansea,30,2678,1,1,1.06,0.76,0.04,0.03
197,Ashley Williams,Everton,24,1840,1,0,0.79,0.15,0.04,0.01
198,Leroy Fer,Swansea,20,1399,1,1,1.61,1.20,0.10,0.08
199,N'Golo Kanté,Chelsea,34,3005,1,1,0.73,3.63,0.02,0.11
200,Daniel Drinkwater,Chelsea,12,519,1,0,0.18,0.27,0.03,0.05
202,Jonjo Shelvey,Newcastle United,30,2268,1,3,2.18,2.60,0.09,0.10
203,Georginio Wijnaldum,Liverpool,33,2392,1,2,2.99,1.64,0.11,0.06
204,Moussa Sissoko,Tottenham,33,1385,1,1,2.94,2.50,0.19,0.16
205,Aleksandar Mitrovic,Newcastle United,6,73,1,0,1.23,0.27,1.51,0.34
206,Henri Saivet,Newcastle United,1,86,1,0,0.04,0.00,0.04,0.00
207,Robbie Brady,Burnley,15,1279,1,2,1.13,2.18,0.08,0.15
208,Nathan Redmond,Southampton,31,1947,1,3,2.32,4.20,0.11,0.19
211,Alex Pritchard,Huddersfield,14,1006,1,1,1.15,2.11,0.10,0.19
212,Adam Smith,Bournemouth,27,2067,1,3,0.43,1.47,0.02,0.06
213,Victor Wanyama,Tottenham,18,830,1,0,0.32,0.26,0.03,0.03
214,Oriol Romeu,Southampton,34,2911,1,0,2.58,1.66,0.08,0.05
215,Fabian Delph,Manchester City,22,1747,1,2,0.20,1.31,0.01,0.07
216,Harry Arter,Bournemouth,13,961,1,0,0.30,0.21,0.03,0.02
219,Danny Ings,Liverpool,8,263,1,0,1.55,0.18,0.53,0.06
222,Jack Wilshere,Arsenal,20,1179,1,3,1.16,2.28,0.09,0.17
223,Molla Wagué,Watford,6,441,1,0,0.68,0.00,0.14,0.00
224,Davide Zappacosta,Chelsea,22,1092,1,1,1.57,1.30,0.13,0.11
225,Mario Lemina,Southampton,25,1725,1,1,0.70,0.64,0.04,0.03
226,Stephen Ward,Burnley,28,2463,1,1,0.37,1.53,0.01,0.06
227,Steven Defour,Burnley,24,2034,1,1,0.60,1.16,0.03,0.05
228,David Luiz,Chelsea,10,840,1,0,0.76,0.03,0.08,0.00
229,Dominic Solanke,Liverpool,21,552,1,1,3.67,2.53,0.60,0.41
231,Andrew Robertson,Liverpool,22,1949,1,5,0.63,4.77,0.03,0.22
232,Mike van der Hoorn,Swansea,24,1963,1,0,0.94,0.62,0.04,0.03
233,Fernando Llorente,Tottenham,16,206,1,0,1.17,0.13,0.51,0.06
234,Eric Bailly,Manchester United,13,998,1,0,1.05,0.20,0.09,0.02
235,Kevin Long,Burnley,16,1440,1,2,1.71,1.81,0.11,0.11
236,Stefano Okaka,Watford,15,437,1,1,1.86,0.38,0.38,0.08
237,Trent Alexander-Arnold,Liverpool,19,1582,1,1,0.93,2.52,0.05,0.14
239,Kiko Femenía,Watford,23,1722,1,1,0.30,1.53,0.02,0.08
240,Mikel Merino,Newcastle United,24,1336,1,1,0.51,0.74,0.03,0.05
241,Luciano Narsingh,Swansea,18,607,1,0,1.12,0.95,0.17,0.14
242,Jan Bednarek,Southampton,5,429,1,0,0.28,0.00,0.06,0.00
243,Lewis Dunk,Brighton,38,3420,1,1,3.16,1.36,0.08,0.04
244,Solly March,Brighton,36,1817,1,1,1.26,1.73,0.06,0.09
245,Isaac Hayden,Newcastle United,26,1370,1,0,0.84,0.64,0.06,0.04
246,Jacob Murphy,Newcastle United,25,1147,1,1,1.65,1.39,0.13,0.11
247,Joe Lolley,Huddersfield,6,213,1,0,0.10,0.11,0.04,0.05
248,André Carrillo,Watford,28,1533,1,2,1.99,2.93,0.12,0.17
249,Jürgen Locadia,Brighton,6,225,1,1,1.15,0.10,0.46,0.04
250,Loris Karius,Liverpool,19,1710,0,0,0.00,0.00,0.00,0.00
251,Andreas Christensen,Chelsea,27,2080,0,0,1.00,0.13,0.04,0.01
252,Pierre-Emile Højbjerg,Southampton,23,1669,0,0,0.70,0.60,0.04,0.03
254,Markus Suttner,Brighton,14,1176,0,0,0.07,0.27,0.01,0.02
255,Simon Francis,Bournemouth,32,2706,0,1,0.41,1.63,0.01,0.05
256,Marc Pugh,Bournemouth,20,981,0,0,1.34,0.57,0.12,0.05
257,Divock Origi,Liverpool,1,5,0,0,0.00,0.00,0.00,0.00
258,Adam Lallana,Liverpool,12,223,0,0,1.55,0.41,0.62,0.16
259,Simon Mignolet,Liverpool,19,1710,0,0,0.00,0.00,0.00,0.00
260,James Milner,Liverpool,32,1734,0,3,1.14,3.42,0.06,0.18
261,Petr Cech,Arsenal,34,3042,0,0,0.00,0.00,0.00,0.00
262,Mohamed Elneny,Arsenal,13,870,0,1,0.28,0.76,0.03,0.08
263,Francis Coquelin,Arsenal,7,155,0,0,0.08,0.51,0.05,0.30
264,David Ospina,Arsenal,5,378,0,0,0.00,0.00,0.00,0.00
265,Calum Chambers,Arsenal,12,875,0,0,1.56,0.10,0.16,0.01
266,Wayne Hennessey,Crystal Palace,27,2430,0,0,0.00,0.40,0.00,0.01
267,Joel Ward,Crystal Palace,19,1621,0,1,0.20,0.88,0.01,0.05
268,Damien Delaney,Crystal Palace,2,94,0,0,0.00,0.00,0.00,0.00
269,Pape Souaré,Crystal Palace,1,7,0,0,0.00,0.00,0.00,0.00
270,Jason Puncheon,Crystal Palace,10,560,0,0,1.38,0.43,0.22,0.07
271,Yohan Cabaye,Crystal Palace,31,2422,0,1,2.15,3.39,0.08,0.13
272,Julian Speroni,Crystal Palace,11,990,0,0,0.00,0.00,0.00,0.00
273,Adrian Mariappa,Watford,28,2208,0,0,0.62,0.14,0.03,0.01
274,Martin Kelly,Crystal Palace,15,1199,0,0,0.35,0.09,0.03,0.01
275,Lee Chung-yong,Crystal Palace,7,126,0,0,0.02,0.10,0.01,0.07
276,Adrián,West Ham,19,1710,0,0,0.00,0.00,0.00,0.00
277,Winston Reid,West Ham,17,1455,0,0,0.16,0.24,0.01,0.01
278,Reece Oxford,West Ham,1,1,0,0,0.00,0.00,0.00,0.00
280,David de Gea,Manchester United,37,3330,0,0,0.00,0.03,0.00,0.00
281,Daley Blind,Manchester United,7,361,0,0,0.12,0.41,0.03,0.10
282,Timothy Fosu-Mensah,Crystal Palace,21,1595,0,0,0.22,0.37,0.01,0.02
283,Marcos Rojo,Manchester United,9,649,0,0,0.07,0.07,0.01,0.01
284,Morgan Schneiderlin,Everton,30,2125,0,0,0.32,0.21,0.01,0.01
285,Ander Herrera,Manchester United,26,1249,0,2,0.41,1.42,0.03,0.10
286,Matteo Darmian,Manchester United,8,442,0,0,0.03,0.02,0.01,0.00
287,Sergio Romero,Manchester United,1,90,0,0,0.00,0.00,0.00,0.00
288,Heurelho Gomes,Watford,24,2130,0,0,0.00,0.00,0.00,0.00
290,Sebastian Prödl,Watford,21,1566,0,0,0.92,0.32,0.05,0.02
291,José Holebas,Watford,28,2385,0,4,0.43,3.71,0.02,0.14
292,Ben Watson,Watford,8,463,0,0,0.04,0.18,0.01,0.04
293,Nordin Amrabat,Watford,3,202,0,0,0.02,0.11,0.01,0.05
294,Craig Cathcart,Watford,7,496,0,0,0.16,0.00,0.03,0.00
295,Seamus Coleman,Everton,12,1038,0,1,1.36,0.78,0.12,0.07
296,John Stones,Manchester City,18,1310,0,0,1.33,0.00,0.09,0.00
297,Phil Jagielka,Everton,25,2066,0,0,0.80,0.00,0.04,0.00
298,James McCarthy,Everton,4,210,0,0,0.03,0.02,0.01,0.01
299,Ross Barkley,Chelsea,2,134,0,0,0.69,0.08,0.46,0.05
301,Kevin Mirallas,Everton,5,140,0,0,0.19,0.06,0.12,0.04
302,Ramiro Funes Mori,Everton,4,119,0,0,0.05,0.00,0.03,0.00
303,Nathaniel Clyne,Liverpool,3,173,0,0,0.11,0.09,0.06,0.04
304,Alberto Moreno,Liverpool,16,1262,0,0,0.49,0.89,0.03,0.06
305,Joe Hart,West Ham,19,1710,0,1,0.00,0.59,0.00,0.03
306,Pablo Zabaleta,West Ham,37,3299,0,1,0.33,0.93,0.01,0.03
307,Willy Caballero,Chelsea,3,270,0,0,0.00,0.00,0.00,0.00
309,Alex McCarthy,Southampton,18,1620,0,0,0.00,0.00,0.00,0.00
310,Hugo Lloris,Tottenham,36,3240,0,0,0.00,0.00,0.00,0.00
311,Kyle Walker,Manchester City,32,2792,0,6,0.72,4.84,0.02,0.16
312,Toby Alderweireld,Tottenham,14,1177,0,0,0.35,0.18,0.03,0.01
313,Jan Vertonghen,Tottenham,36,3209,0,0,0.81,1.02,0.02,0.03
314,Danny Rose,Tottenham,10,805,0,1,0.65,0.55,0.07,0.06
315,Mousa Dembélé,Tottenham,28,1882,0,0,0.36,0.60,0.02,0.03
316,Eric Dier,Tottenham,34,2832,0,2,1.48,1.85,0.05,0.06
318,Michel Vorm,Tottenham,1,90,0,0,0.00,0.00,0.00,0.00
319,Kieran Trippier,Tottenham,24,1910,0,5,0.43,4.26,0.02,0.20
320,Tom Carroll,Swansea,37,2564,0,4,0.77,3.90,0.03,0.14
321,Michael Carrick,Manchester United,2,110,0,0,0.40,0.04,0.33,0.03
322,Ashley Westwood,Burnley,19,1099,0,1,0.71,0.81,0.06,0.07
323,Thibaut Courtois,Chelsea,35,3150,0,0,0.00,0.00,0.00,0.00
324,Asmir Begovic,Bournemouth,38,3420,0,0,0.00,0.04,0.00,0.00
325,Gary Cahill,Chelsea,27,2075,0,0,0.46,0.08,0.02,0.00
326,Kasey Palmer,Huddersfield,4,165,0,0,0.08,0.05,0.04,0.03
327,Lukasz Fabianski,Swansea,38,3420,0,0,0.00,0.02,0.00,0.00
328,Angel Rangel,Swansea,4,154,0,0,0.00,0.12,0.00,0.07
329,Kyle Naughton,Swansea,34,3037,0,2,0.31,0.36,0.01,0.01
330,Wayne Routledge,Swansea,15,417,0,0,0.39,0.38,0.08,0.08
331,DeAndre Yedlin,Newcastle United,34,2838,0,2,0.14,2.10,0.00,0.07
332,Younes Kaboul,Watford,2,153,0,0,0.00,0.00,0.00,0.00
333,Jordan Pickford,Everton,38,3420,0,0,0.00,0.07,0.00,0.00
334,Kasper Schmeichel,Leicester,33,2968,0,0,0.00,0.06,0.00,0.00
335,Danny Simpson,Leicester,28,2325,0,0,0.13,0.15,0.01,0.01
336,Wes Morgan,Leicester,32,2817,0,0,1.93,0.41,0.06,0.01
337,Christian Fuchs,Leicester,25,1917,0,1,0.58,0.98,0.03,0.05
338,Jeffrey Schlupp,Crystal Palace,24,1753,0,1,1.04,1.18,0.05,0.06
339,Daniel Amartey,Leicester,8,487,0,0,0.00,0.00,0.00,0.00
340,Robert Elliot,Newcastle United,16,1440,0,0,0.00,0.00,0.00,0.00
341,Karl Darlow,Newcastle United,10,900,0,0,0.00,0.00,0.00,0.00
342,Ben Chilwell,Leicester,24,1855,0,2,0.22,2.61,0.01,0.13
343,Nathan Dyer,Swansea,24,1307,0,0,0.85,0.70,0.06,0.05
344,Martin Olsson,Swansea,36,3159,0,1,0.86,0.69,0.02,0.02
350,Benik Afobe,Bournemouth,17,524,0,0,1.45,0.11,0.25,0.02
351,Leon Britton,Swansea,5,308,0,0,0.00,0.00,0.00,0.00
352,Fraser Forster,Southampton,20,1800,0,0,0.00,0.00,0.00,0.00
353,Cuco Martina,Everton,21,1830,0,2,0.09,1.52,0.00,0.07
355,José Fonte,West Ham,8,696,0,1,0.41,0.51,0.05,0.07
356,Ryan Bertrand,Southampton,35,3138,0,4,2.02,2.82,0.06,0.08
357,Cédric Soares,Southampton,32,2800,0,3,0.67,3.48,0.02,0.11
358,Chancel Mbemba,Newcastle United,9,673,0,0,0.00,0.60,0.00,0.08
359,Paul Dummett,Newcastle United,20,1603,0,0,0.23,0.71,0.01,0.04
361,Phil Bardsley,Burnley,13,1130,0,0,0.03,0.30,0.00,0.02
363,Jonathan Walters,Burnley,3,29,0,0,0.18,0.00,0.56,0.00
368,Yaya Touré,Manchester City,10,209,0,2,0.36,0.78,0.15,0.34
369,Matt Targett,Southampton,2,168,0,0,0.00,0.14,0.00,0.07
370,Kyle Walker-Peters,Tottenham,3,187,0,2,0.00,1.39,0.00,0.67
372,Jay Fulton,Swansea,2,16,0,0,0.00,0.00,0.00,0.00
373,Sam Byram,West Ham,5,250,0,0,0.28,0.15,0.10,0.05
375,Muhamed Besic,Everton,2,43,0,0,0.00,0.06,0.00,0.13
376,Rolando Aarons,Newcastle United,4,133,0,0,0.05,0.00,0.03,0.00
377,Axel Tuanzebe,Manchester United,1,1,0,0,0.00,0.00,0.00,0.00
378,Massadio Haidara,Newcastle United,1,1,0,0,0.00,0.00,0.00,0.00
380,Phil Jones,Manchester United,23,1974,0,0,0.55,0.20,0.03,0.01
381,Kyle Bartley,Swansea,5,229,0,0,0.07,0.11,0.03,0.04
382,Harry Winks,Tottenham,16,771,0,1,0.05,0.57,0.01,0.07
383,Jerome Sinclair,Watford,4,26,0,0,0.00,0.08,0.00,0.27
384,Paulo Gazzaniga,Tottenham,1,90,0,0,0.00,0.00,0.00,0.00
385,Yohan Benalouane,Leicester,1,90,0,0,0.01,0.00,0.01,0.00
386,Mason Holgate,Everton,15,1182,0,0,0.47,0.67,0.04,0.05
387,Joseph Gomez,Liverpool,23,1900,0,2,0.47,1.53,0.02,0.07
388,Luke Shaw,Manchester United,11,785,0,0,0.32,0.36,0.04,0.04
389,Josh Cullen,West Ham,2,5,0,0,0.00,0.00,0.00,0.00
390,Tyrone Mings,Bournemouth,4,207,0,0,0.02,0.03,0.01,0.01
391,Sullay Kaikai,Crystal Palace,1,12,0,0,0.00,0.00,0.00,0.00
392,Jonjoe Kenny,Everton,19,1585,0,1,0.18,1.72,0.01,0.10
