,bps,clean_sheets,element_type,news_added,now_cost,own_goals,penalties_missed,photo,points_per_game,red_cards,second_name,threat,web_name,yellow_cards,Player,PID,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90,Position
67,23,2,3,2018-11-23T12:31:16Z,69,0,0,39155.jpg,2.0,0,Lallana,46,Lallana,1,Adam Lallana,51,Liverpool,27,1802,5,3,4.77,3.14,0.24,0.16,Unfilled
68,236,7,3,2018-10-15T22:01:16Z,99,0,0,110979.jpg,6.4,0,Mané,424,Mané,1,Sadio Mané,22,Southampton,30,2142,10,3,8.55,3.98,0.36,0.17,Unfilled
69,199,4,3,2018-10-20T15:31:16Z,56,0,0,15157.jpg,3.5,0,Milner,116,Milner,2,James Milner,53,Manchester City,32,1732,5,7,5.72,4.97,0.3,0.26,Unfilled
70,68,1,4,,58,0,0,40755.jpg,2.4,0,Sturridge,101,Sturridge,1,Daniel Sturridge,69,Liverpool,12,747,4,1,4.52,1.52,0.54,0.18,Unfilled
71,162,3,3,2018-07-29T08:31:08Z,85,0,1,103025.jpg,3.7,0,Mahrez,304,Mahrez,0,Riyad Mahrez,83,Leicester,30,2091,4,3,4.92,6.06,0.21,0.26,Unfilled
72,183,4,2,,53,0,0,97299.jpg,4.2,0,Stones,14,Stones,0,John Stones,175,Everton,23,2046,1,0,0.2,0.66,0.01,0.03,Unfilled
73,64,1,2,,52,0,0,17476.jpg,1.8,0,Kompany,8,Kompany,2,Vincent Kompany,284,Manchester City,25,2035,0,0,0.33,0.86,0.01,0.04,Unfilled
74,261,7,2,2018-10-21T16:31:17Z,65,0,0,58621.jpg,5.5,0,Walker,56,Walker,0,Kyle Walker,293,Tottenham,15,1309,0,0,0.16,0.92,0.01,0.06,Unfilled
75,341,7,3,2018-09-03T18:31:13Z,114,0,0,103955.jpg,8.5,0,Sterling,602,Sterling,1,Raheem Sterling,32,Liverpool,35,3059,7,7,8.79,6.04,0.26,0.18,Unfilled
76,301,6,3,,87,0,0,20664.jpg,5.6,0,Silva,546,David Silva,1,David Silva,10,Manchester City,32,2682,12,7,9.1,10.39,0.31,0.35,Unfilled
77,316,7,4,2018-09-15T17:01:14Z,115,0,0,37572.jpg,6.3,0,Agüero,749,Agüero,2,Sergio Agüero,1,Manchester City,33,2551,26,8,25.27,5.57,0.89,0.2,Unfilled
78,220,2,1,,57,0,0,51940.jpg,3.0,0,De Gea,0,De Gea,0,David De Gea,270,Manchester United,37,3315,0,0,0.0,0.0,0.0,0.0,Unfilled
79,163,2,2,2018-07-29T08:31:08Z,57,0,0,55909.jpg,3.0,0,Smalling,96,Smalling,1,Chris Smalling,78,Manchester United,25,1881,4,0,1.86,0.39,0.09,0.02,Unfilled
80,6,0,2,2018-08-27T22:01:13Z,51,0,0,76359.jpg,0.0,0,Jones,0,Jones,0,Phil Jones,380,Manchester United,22,1881,0,0,0.19,0.26,0.01,0.01,Unfilled
81,174,1,2,2018-11-11T19:31:16Z,50,0,0,106760.jpg,2.7,0,Shaw,131,Shaw,5,Luke Shaw,392,Manchester United,16,1131,0,0,0.14,1.28,0.01,0.1,Unfilled
82,0,0,2,2018-12-01T17:01:14Z,49,0,0,58893.jpg,0.0,0,Rojo,0,Rojo,0,Marcos Rojo,271,Manchester United,22,1767,0,0,1.53,0.34,0.08,0.02,Unfilled
83,69,1,2,2018-10-24T09:01:16Z,64,0,0,20695.jpg,2.5,0,Valencia,3,Valencia,2,Antonio Valencia,289,Manchester United,32,2588,0,2,0.22,2.21,0.01,0.08,Unfilled
84,0,0,2,2018-07-18T10:05:48Z,50,0,0,58877.jpg,0.0,0,Blind,0,Blind,0,Daley Blind,127,Manchester United,25,2174,2,2,1.0,1.45,0.04,0.06,Unfilled
85,135,1,2,2018-10-06T15:31:14Z,57,0,0,18892.jpg,2.1,0,Young,20,Young,4,Ashley Young,136,Manchester United,26,2076,2,5,2.51,4.12,0.11,0.18,Unfilled
86,102,1,3,2018-11-29T23:01:15Z,100,0,0,37265.jpg,2.9,0,Sánchez,223,Sánchez,2,Alexis Sánchez,5,Arsenal,35,2967,16,8,13.45,8.49,0.41,0.26,Unfilled
87,119,2,3,2018-10-20T11:31:16Z,50,0,0,62398.jpg,1.7,1,Matic,91,Matic,2,Nemanja Matic,191,Chelsea,36,3124,1,3,2.8,2.38,0.08,0.07,Unfilled
88,95,1,3,,62,0,0,43670.jpg,2.4,0,Mata,87,Mata,1,Juan Mata,25,Manchester United,33,2318,9,4,6.6,4.97,0.26,0.19,Unfilled
89,107,1,3,2018-10-19T14:01:16Z,49,0,0,41184.jpg,2.2,0,Fellaini,115,Fellaini,0,Marouane Fellaini,44,Manchester United,27,1824,6,0,5.31,1.15,0.26,0.06,Unfilled
90,29,0,3,2018-10-20T11:31:16Z,50,0,0,59846.jpg,1.0,0,Herrera,57,Herrera,1,Ander Herrera,42,Manchester United,26,1877,6,4,2.04,2.12,0.1,0.1,Unfilled
91,59,1,3,2018-10-28T15:01:14Z,67,0,0,109322.jpg,1.6,0,Lingard,159,Lingard,0,Jesse Lingard,272,Manchester United,1,23,0,0,0.0,0.0,0.0,0.0,Unfilled
92,125,2,4,2018-11-24T15:01:16Z,107,0,0,66749.jpg,3.7,0,Lukaku,404,Lukaku,1,Romelu Lukaku,19,Everton,36,2880,10,5,12.43,2.35,0.39,0.07,Unfilled
93,28,0,3,,46,0,0,156689.jpg,0.8,0,Pereira,16,Pereira,2,Andreas Pereira,372,Manchester United,1,12,0,0,0.0,0.0,0.0,0.0,Unfilled
94,0,0,1,,43,0,0,19838.jpg,0.0,0,Elliot,0,Elliot,0,Robert Elliot,330,Newcastle United,3,227,0,0,0.0,0.05,0.0,0.02,Unfilled
95,169,3,2,2018-09-29T13:01:13Z,45,1,0,151119.jpg,2.8,0,Yedlin,61,Yedlin,2,DeAndre Yedlin,321,Tottenham,1,9,0,0,0.0,0.0,0.0,0.0,Unfilled
96,165,4,2,2018-11-17T01:31:18Z,44,0,0,106618.jpg,3.2,0,Dummett,13,Dummett,0,Paul Dummett,344,Newcastle United,25,2111,0,0,1.64,1.22,0.07,0.05,Unfilled
97,111,3,3,2018-11-03T17:31:13Z,53,0,0,50232.jpg,2.4,0,Shelvey,104,Shelvey,0,Jonjo Shelvey,109,Swansea,31,2471,3,5,4.55,2.94,0.17,0.11,Unfilled
98,0,0,4,2018-08-07T09:52:46Z,60,0,0,104547.jpg,0.0,0,Gayle,0,Gayle,0,Dwight Gayle,59,Crystal Palace,25,1069,5,1,5.16,0.77,0.43,0.06,Unfilled
99,128,3,4,,61,0,0,168580.jpg,2.6,0,Pérez,220,Pérez,0,Ayoze Pérez,36,Newcastle United,36,2369,7,0,5.75,2.9,0.22,0.11,Unfilled
100,209,3,2,2018-10-06T15:31:14Z,44,0,0,57145.jpg,3.5,0,Fernández,45,Fernández,1,Federico Fernández,314,Swansea,28,2472,0,0,0.59,0.09,0.02,0.0,Unfilled
101,154,3,4,2018-11-10T17:31:13Z,54,0,0,84939.jpg,4.0,0,Ings,489,Ings,1,Danny Ings,18,Burnley,35,3048,11,4,12.29,4.24,0.36,0.13,Unfilled
102,0,0,1,,43,0,0,40383.jpg,0.0,0,Forster,0,Forster,0,Fraser Forster,342,Southampton,30,2623,0,0,0.0,0.02,0.0,0.0,Unfilled
103,171,4,2,2018-11-29T15:01:15Z,48,0,0,40146.jpg,2.8,0,Bertrand,85,Bertrand,5,Ryan Bertrand,148,Southampton,34,3057,2,2,0.98,3.74,0.03,0.11,Unfilled
104,41,0,2,,41,0,0,80447.jpg,1.3,0,Yoshida,42,Yoshida,0,Maya Yoshida,209,Southampton,22,1688,1,1,1.73,0.33,0.09,0.02,Unfilled
105,3,0,3,,46,0,0,17339.jpg,1.0,0,Davis,0,Davis,0,Steven Davis,357,Southampton,35,2668,0,2,3.12,3.7,0.11,0.12,Unfilled
106,33,0,3,,51,0,0,101178.jpg,1.2,0,Ward-Prowse,28,Ward-Prowse,1,James Ward-Prowse,208,Southampton,25,1488,1,6,2.94,3.92,0.18,0.24,Unfilled
107,29,1,4,2018-11-10T20:01:16Z,48,0,0,20452.jpg,1.6,0,Long,155,Long,0,Shane Long,61,Southampton,32,1522,5,5,4.04,2.74,0.24,0.16,Unfilled
108,40,0,2,2018-11-28T14:01:15Z,42,0,0,169359.jpg,1.7,0,Targett,6,Targett,0,Matt Targett,358,Southampton,6,221,0,0,0.04,0.04,0.01,0.02,Unfilled
109,198,4,1,2018-08-31T12:31:13Z,54,0,0,37915.jpg,4.9,0,Lloris,0,Lloris,0,Hugo Lloris,292,Tottenham,35,3063,0,0,0.0,0.0,0.0,0.0,Unfilled
110,36,0,1,2018-09-22T16:01:13Z,48,0,0,39215.jpg,2.5,0,Vorm,0,Vorm,0,Michel Vorm,295,Tottenham,4,357,0,0,0.0,0.03,0.0,0.01,Unfilled
111,245,5,2,,59,0,0,55605.jpg,3.5,0,Alderweireld,96,Alderweireld,1,Toby Alderweireld,182,Southampton,26,2264,1,0,0.93,0.7,0.04,0.03,Unfilled
112,100,3,2,2018-10-06T17:01:15Z,58,0,0,38290.jpg,4.7,0,Rose,44,Rose,2,Danny Rose,102,Tottenham,28,2386,3,4,1.67,2.91,0.06,0.11,Unfilled
113,131,1,2,2018-11-24T17:01:16Z,59,0,0,39194.jpg,3.4,0,Vertonghen,55,Vertonghen,0,Jan Vertonghen,294,Tottenham,32,2807,0,0,0.59,0.08,0.02,0.0,Unfilled
114,124,2,2,,56,0,0,115556.jpg,2.3,0,Davies,83,Davies,1,Ben Davies,300,Tottenham,14,879,0,1,0.01,0.35,0.0,0.04,Unfilled
115,258,4,2,2018-11-10T20:01:16Z,61,0,0,77794.jpg,5.4,0,Trippier,53,Trippier,1,Kieran Trippier,296,Burnley,38,3418,0,4,0.46,6.79,0.01,0.18,Unfilled
116,145,4,3,2018-11-10T16:31:13Z,48,0,0,93264.jpg,2.8,0,Dier,49,Dier,1,Eric Dier,138,Tottenham,28,2288,2,2,1.42,1.47,0.06,0.06,Unfilled
117,74,1,3,2018-11-03T22:01:14Z,49,0,0,39104.jpg,1.4,0,Dembélé,1,Dembélé,1,Mousa Dembélé,183,Tottenham,26,1122,1,1,1.15,0.76,0.09,0.06,Unfilled
118,124,2,3,2018-11-30T13:01:15Z,63,0,0,62974.jpg,4.7,0,Lamela,234,Lamela,0,Erik Lamela,139,Tottenham,33,2297,2,7,2.45,6.1,0.1,0.24,Unfilled
119,147,1,3,2018-09-27T12:31:15Z,92,0,0,80607.jpg,3.3,0,Eriksen,131,Eriksen,0,Christian Eriksen,20,Tottenham,38,3160,10,2,7.39,6.09,0.21,0.17,Unfilled
120,25,1,3,2018-11-10T16:31:13Z,49,0,0,54756.jpg,1.5,0,Wanyama,21,Wanyama,0,Victor Wanyama,113,Southampton,32,2367,3,1,1.72,0.93,0.07,0.04,Unfilled
121,123,3,3,2018-08-31T12:31:13Z,49,0,0,45268.jpg,2.9,0,Sissoko,65,Sissoko,0,Moussa Sissoko,85,Newcastle United,34,3037,4,2,3.95,4.65,0.12,0.14,Unfilled
122,232,5,4,,123,0,0,78830.jpg,5.2,0,Kane,627,Kane,3,Harry Kane,2,Tottenham,34,2589,21,4,17.16,3.92,0.6,0.14,Unfilled
123,48,1,1,,45,0,0,102884.jpg,5.0,0,Gazzaniga,0,Gazzaniga,0,Paulo Gazzaniga,387,Southampton,2,180,0,0,0.0,0.0,0.0,0.0,Unfilled
124,0,0,2,,42,0,0,37742.jpg,0.0,0,Kaboul,0,Kaboul,0,Younes Kaboul,324,Tottenham,11,990,0,0,0.91,0.31,0.08,0.03,Unfilled
125,105,1,2,2018-09-27T15:31:13Z,49,0,0,52940.jpg,3.3,0,Janmaat,30,Janmaat,2,Daryl Janmaat,198,Newcastle United,37,3263,1,6,1.41,2.94,0.04,0.08,Unfilled
126,102,2,2,,42,0,0,20145.jpg,2.5,0,Mariappa,28,Mariappa,0,Adrian Mariappa,265,Crystal Palace,12,838,0,0,0.0,0.06,0.0,0.01,Unfilled
127,203,3,3,2018-11-04T20:31:15Z,51,0,0,38439.jpg,3.1,1,Capoue,76,Capoue,5,Etienne Capoue,274,Tottenham,12,911,0,0,0.12,0.24,0.01,0.02,Unfilled
128,0,0,4,2018-07-26T08:24:43Z,45,0,0,133801.jpg,0.0,0,Sinclair,0,Sinclair,0,Jerome Sinclair,386,Liverpool,2,22,0,0,0.0,0.05,0.0,0.21,Unfilled
129,272,2,1,,45,0,0,37096.jpg,3.7,0,Fabianski,0,Fabianski,0,Lukasz Fabianski,312,Swansea,37,3310,0,0,0.0,0.0,0.0,0.0,Unfilled
130,0,0,2,2018-07-05T14:31:07Z,44,0,0,48717.jpg,0.0,0,Reid,0,Reid,0,Winston Reid,173,West Ham,30,2497,1,0,1.24,1.22,0.04,0.04,Unfilled
131,74,0,2,2018-07-29T08:31:08Z,51,0,0,55459.jpg,1.3,0,Cresswell,13,Cresswell,1,Aaron Cresswell,126,West Ham,38,3420,2,4,1.24,4.84,0.03,0.13,Unfilled
132,171,2,2,,43,0,0,20658.jpg,2.6,0,Zabaleta,40,Zabaleta,4,Pablo Zabaleta,179,Manchester City,29,2590,1,4,1.36,3.76,0.05,0.13,Unfilled
133,92,2,3,2018-10-27T19:01:15Z,49,0,0,18073.jpg,2.1,1,Noble,41,Noble,3,Mark Noble,125,West Ham,28,2321,2,3,2.42,3.1,0.09,0.12,Unfilled
134,0,0,4,2018-07-12T19:31:08Z,54,0,0,40142.jpg,0.0,0,Carroll,0,Carroll,0,Andy Carroll,57,West Ham,14,1032,5,1,3.69,0.77,0.32,0.07,Unfilled
135,69,1,3,2018-09-14T15:01:13Z,48,0,0,54102.jpg,2.2,0,Wilshere,11,Wilshere,2,Jack Wilshere,160,Arsenal,14,739,2,1,2.42,1.43,0.29,0.17,Unfilled
