,bps,clean_sheets,element_type,news_added,now_cost,own_goals,penalties_missed,photo,points_per_game,red_cards,second_name,threat,web_name,yellow_cards,Player,PID,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90,Position
136,11,0,3,2018-11-02T17:01:14Z,49,0,0,54756.jpg,1.0,0,Wanyama,21,Wanyama,0,Victor Wanyama,245,Southampton,30,2507,1,1,1.51,1.09,0.05,0.04,Unfilled
137,81,2,3,2018-08-31T12:31:13Z,49,0,0,45268.jpg,3.0,0,Sissoko,43,Sissoko,0,Moussa Sissoko,233,Newcastle United,37,3234,1,7,3.31,5.96,0.09,0.17,Unfilled
138,195,4,4,,124,0,0,78830.jpg,5.1,0,Kane,549,Kane,3,Harry Kane,1,Tottenham,38,3382,25,1,22.73,3.09,0.6,0.08,Unfilled
139,0,0,1,,43,0,0,18656.jpg,0.0,0,Gomes,0,Gomes,0,Heurelho Gomes,308,Watford,38,3398,0,0,0.0,0.0,0.0,0.0,Unfilled
140,177,3,2,2018-11-03T14:01:14Z,45,1,0,41338.jpg,3.3,0,Cathcart,137,Cathcart,1,Craig Cathcart,198,Watford,35,3034,1,0,0.69,0.11,0.02,0.0,Unfilled
141,2,0,2,2018-10-20T16:31:17Z,42,0,0,41945.jpg,1.0,0,Prödl,0,Prödl,0,Sebastian Prödl,131,Watford,21,1774,2,0,1.53,0.13,0.08,0.01,Unfilled
142,175,1,2,2018-10-06T17:01:15Z,48,0,0,40868.jpg,4.0,0,Holebas,44,Holebas,6,José Holebas,311,Watford,11,948,0,0,0.53,0.09,0.05,0.01,Unfilled
143,0,0,2,2018-09-26T00:31:14Z,44,0,0,52153.jpg,0.0,0,Britos,0,Britos,0,Miguel Britos,310,Watford,24,2079,0,0,0.38,0.0,0.02,0.0,Unfilled
144,105,1,2,2018-09-27T15:31:13Z,49,0,0,52940.jpg,3.3,0,Janmaat,30,Janmaat,2,Daryl Janmaat,161,Newcastle United,32,2754,2,4,1.17,3.49,0.04,0.11,Unfilled
145,68,2,2,,42,0,0,20145.jpg,3.2,0,Mariappa,26,Mariappa,0,Adrian Mariappa,292,Crystal Palace,3,256,0,0,0.0,0.0,0.0,0.0,Unfilled
146,0,0,3,2018-07-05T14:31:07Z,50,0,0,43250.jpg,0.0,0,Cleverley,0,Cleverley,0,Tom Cleverley,137,Everton,22,1618,2,4,1.49,2.25,0.08,0.13,Unfilled
147,182,3,3,2018-11-04T20:31:15Z,51,0,0,38439.jpg,3.5,0,Capoue,75,Capoue,5,Etienne Capoue,313,Watford,33,2834,0,1,3.07,1.45,0.1,0.05,Unfilled
148,29,2,3,2018-07-29T09:01:10Z,54,0,0,94924.jpg,3.5,0,Deulofeu,89,Deulofeu,0,Gerard Deulofeu,136,Everton,26,1389,2,8,1.41,5.97,0.09,0.39,Unfilled
149,100,1,4,2018-10-20T16:31:17Z,59,0,0,41725.jpg,3.8,0,Deeney,343,Deeney,1,Troy Deeney,10,Watford,38,3291,13,7,12.2,7.92,0.33,0.22,Unfilled
150,0,0,2,2018-07-05T14:31:07Z,44,0,0,48717.jpg,0.0,0,Reid,0,Reid,0,Winston Reid,191,West Ham,24,2139,1,1,1.4,0.35,0.06,0.01,Unfilled
151,50,0,2,2018-07-29T08:31:08Z,51,0,0,55459.jpg,1.3,0,Cresswell,10,Cresswell,1,Aaron Cresswell,129,West Ham,37,3319,2,4,1.09,3.29,0.03,0.09,Unfilled
152,30,0,2,,42,0,0,40669.jpg,0.5,0,Ogbonna,10,Ogbonna,1,Angelo Ogbonna,295,West Ham,28,2326,0,0,0.3,0.1,0.01,0.0,Unfilled
153,124,1,2,,43,0,0,20658.jpg,2.8,0,Zabaleta,34,Zabaleta,3,Pablo Zabaleta,330,Manchester City,13,1061,0,1,0.18,0.63,0.02,0.05,Unfilled
154,0,0,2,,43,0,0,173792.jpg,0.0,0,Oxford,0,Oxford,0,Reece Oxford,300,West Ham,7,206,0,0,0.1,0.0,0.05,0.0,Unfilled
155,83,1,3,2018-10-27T19:01:15Z,49,0,0,18073.jpg,2.1,1,Noble,41,Noble,2,Mark Noble,34,West Ham,37,3221,7,4,3.88,3.24,0.11,0.09,Unfilled
156,58,1,3,2018-10-20T18:01:17Z,44,0,0,59779.jpg,2.5,0,Obiang,75,Obiang,0,Pedro Obiang,299,West Ham,24,1069,0,1,0.24,0.79,0.02,0.07,Unfilled
157,0,0,3,2018-07-05T14:31:07Z,64,0,0,86934.jpg,0.0,0,Lanzini,0,Lanzini,0,Manuel Lanzini,42,West Ham,26,1941,6,2,4.53,2.84,0.21,0.13,Unfilled
158,50,2,3,2018-08-26T16:31:13Z,68,0,0,57531.jpg,1.8,0,Antonio,237,Antonio,1,Michail Antonio,29,West Ham,26,2074,8,3,5.9,2.85,0.26,0.12,Unfilled
159,183,0,4,2018-10-27T19:01:15Z,71,0,0,41464.jpg,5.6,0,Arnautovic,425,Arnautovic,2,Marko Arnautovic,18,Stoke,34,2836,11,6,12.06,6.12,0.38,0.19,Unfilled
160,0,0,4,2018-07-12T19:31:08Z,54,0,0,40142.jpg,0.0,0,Carroll,0,Carroll,0,Andy Carroll,23,West Ham,27,1411,9,2,6.14,2.76,0.39,0.18,Unfilled
