354,Carlos Sánchez Aston Villa,20,1373,0,0,0.37,0.38,0.02,0.02
355,Idrissa Gueye Aston Villa,35,3085,0,1,0.88,0.99,0.03,0.03
356,Jordan Lyden Aston Villa,4,149,0,0,0.06,0.03,0.04,0.02
357,Jores Okore Aston Villa,12,1080,0,0,0.00,0.12,0.00,0.01
358,Jordan Veretout Aston Villa,25,1831,0,5,0.57,2.73,0.03,0.13
359,Mark Bunn Aston Villa,10,900,0,0,0.00,0.00,0.00,0.00
377,Vito Mannone Sunderland,19,1710,0,0,0.00,0.00,0.00,0.00
378,DeAndre Yedlin Sunderland,23,1810,0,1,0.21,1.13,0.01,0.06
379,John O'Shea Sunderland,28,2000,0,0,0.28,0.58,0.01,0.03
380,Younes Kaboul Sunderland,23,2014,0,1,0.78,0.82,0.03,0.04
381,Lee Cattermole Sunderland,31,2230,0,0,0.48,1.70,0.02,0.07
382,Ola Toivonen Sunderland,12,668,0,2,0.82,1.02,0.11,0.14
383,Sebastian Larsson Sunderland,18,531,0,1,0.35,0.73,0.06,0.12
384,Jordan Pickford Sunderland,2,180,0,0,0.00,0.00,0.00,0.00
401,John Ruddy Norwich,27,2430,0,0,0.00,0.00,0.00,0.00
402,Ivo Pinto Norwich,10,811,0,0,0.00,0.12,0.00,0.01
403,Ryan Bennett Norwich,22,1842,0,0,0.57,0.28,0.03,0.01
404,Gary O'Neil Norwich,27,1738,0,0,0.85,0.60,0.04,0.03
405,Youssouf Mulumbu Norwich,7,374,0,0,0.15,0.02,0.03,0.00
406,Declan Rudd Norwich,11,990,0,0,0.00,0.00,0.00,0.00
407,Graham Dorrans Norwich,21,1289,0,1,0.56,1.16,0.04,0.08
408,Ben Foster West Bromwich Albion,15,1350,0,0,0.00,0.00,0.00,0.00
409,Claudio Yacob West Bromwich Albion,34,2862,0,1,0.17,0.52,0.01,0.02
410,Alex Pritchard,Tottenham, West Bromwich Albion,3,59,0,0,0.08,0.00,0.12,0.00
