228,Mame Biram Diouf Stoke,27,1381,1,2,2.91,1.31,0.19,0.09
229,Charlie Adam Stoke,24,1504,1,3,2.73,2.48,0.16,0.15
232,Ryan Shawcross Stoke,35,3150,1,1,1.24,0.22,0.04,0.01
244,Andrew Robertson Hull,33,2741,1,2,0.25,1.39,0.01,0.05
245,Jake Livermore Hull--West Bromwich Albion,37,2989,1,1,1.57,1.69,0.05,0.05
246,Shaun Maloney Hull,9,269,1,2,1.06,0.60,0.36,0.20
247,David Meyler Hull,20,943,1,0,0.51,0.51,0.05,0.05
248,Tom Huddlestone Hull,31,2025,1,0,1.23,1.10,0.05,0.05
252,Ben Gibson Middlesbrough,38,3420,1,1,0.81,0.59,0.02,0.02
253,Stewart Downing Middlesbrough,30,2214,1,3,2.14,2.29,0.09,0.09
254,Daniel Ayala Middlesbrough,14,913,1,0,1.21,0.00,0.12,0.00
255,Javier Manquillo Sunderland,20,1423,1,0,0.49,0.19,0.03,0.01
256,Didier Ndong Sunderland,31,2519,1,0,0.76,1.23,0.03,0.04
261,Bruno Martins Indi Stoke,35,3149,1,0,1.62,0.13,0.05,0.00
262,Alfred N'Diaye Hull,15,1286,1,0,1.19,0.14,0.08,0.01
264,Grant Leadbitter Middlesbrough,13,707,1,0,0.76,0.29,0.10,0.04
271,Jan Kirchhoff Sunderland,7,435,0,0,0.23,0.08,0.05,0.02
273,Adnan Januzaj Sunderland,25,1632,0,3,1.52,2.47,0.08,0.14
314,Paddy McNair Sunderland,9,359,0,0,0.07,0.19,0.02,0.05
317,NyomWest Bromwich Albion,32,2640,0,2,0.28,0.91,0.01,0.03
324,Adlène Guédioura Middlesbrough--Watford,17,854,0,1,0.50,0.66,0.05,0.07
349,Brad Guzan Middlesbrough,10,900,0,0,0.00,0.00,0.00,0.00
350,Joleon Lescott Sunderland,2,120,0,0,0.00,0.00,0.00,0.00
369,Vito Mannone Sunderland,9,810,0,0,0.00,0.00,0.00,0.00
370,John O'Shea Sunderland,28,2162,0,1,0.17,0.48,0.01,0.02
371,Jack Rodwell Sunderland,20,1497,0,1,1.15,0.73,0.07,0.04
372,Lee Cattermole Sunderland,8,652,0,0,0.07,0.03,0.01,0.00
373,Sebastian Larsson Sunderland,21,1472,0,1,0.71,1.95,0.04,0.12
374,Jordan Pickford Sunderland,29,2610,0,0,0.00,0.54,0.00,0.02
380,Jeremain Lens Sunderland,2,64,0,0,0.13,0.19,0.18,0.27
382,Dieumerci Mbokani Hull,12,765,0,1,1.55,0.45,0.18,0.05
383,Ben FosterWest Bromwich Albion,38,3420,0,0,0.03,0.09,0.00,0.00
384,Jonas OlssonWest Bromwich Albion,7,593,0,0,0.20,0.00,0.03,0.00
385,Claudio YacobWest Bromwich Albion,33,2416,0,0,0.63,0.32,0.02,0.01
386,Saido Berahino Stoke--West Bromwich Albion,17,974,0,0,2.91,0.57,0.27,0.05
387,Craig GardnerWest Bromwich Albion,9,207,0,1,0.11,1.54,0.05,0.67
388,Rickie LambertWest Bromwich Albion,1,9,0,0,0.17,0.13,1.73,1.35
395,Jack Butland Stoke,5,450,0,0,0.00,0.00,0.00,0.00
396,Phil Bardsley Stoke,15,1177,0,0,0.21,1.05,0.02,0.08
397,Philipp Wollscheid Stoke,2,180,0,0,0.01,0.00,0.01,0.00
398,Geoff Cameron Stoke,19,1626,0,1,1.25,0.84,0.07,0.05
399,Giannelli Imbula Stoke,12,800,0,0,0.34,0.29,0.04,0.03
400,Glenn Whelan Stoke,30,2285,0,1,0.11,1.35,0.00,0.05
401,Ibrahim Afellay Stoke,12,363,0,0,0.65,0.33,0.16,0.08
403,Jonathan LekoWest Bromwich Albion,9,99,0,1,0.00,0.14,0.00,0.13
406,Erik Pieters Stoke,36,3151,0,1,0.76,1.56,0.02,0.04
407,Shay Given Stoke,5,450,0,0,0.00,0.00,0.00,0.00
