115,Steven N'Zonzi Stoke,38,3381,3,1,2.54,1.79,0.07,0.05
119,Bobby Zamora Queens Park Rangers,31,1779,3,4,2.99,6.01,0.15,0.30
120,Andreas WeimannAston Villa,31,1782,3,2,2.72,1.12,0.14,0.06
145,Craig DawsonWest Bromwich Albion,29,2593,2,0,1.77,0.31,0.06,0.01
147,James Chester Hull,23,1878,2,0,0.69,0.20,0.03,0.01
150,Ryan Shawcross Stoke,32,2831,2,1,2.28,1.25,0.07,0.04
152,Chris BruntWest Bromwich Albion,34,2901,2,10,2.06,5.36,0.06,0.17
157,Mauro Zárate Queens Park Rangers--West Ham,11,481,2,1,0.72,0.43,0.13,0.08
159,James MorrisonWest Bromwich Albion,33,2567,2,1,1.74,3.10,0.06,0.11
163,Ahmed Elmohamady Hull,38,3420,2,5,1.91,4.92,0.05,0.13
166,Niko Kranjcar Queens Park Rangers,22,1108,2,1,1.91,1.73,0.16,0.14
186,Alan HuttonAston Villa,30,2415,1,0,0.93,1.93,0.03,0.07
187,Joleon LescottWest Bromwich Albion,34,3060,1,2,2.40,0.55,0.07,0.02
188,Carlos SánchezAston Villa,28,1987,1,0,0.37,0.70,0.02,0.03
189,Jores OkoreAston Villa,23,2005,1,0,0.79,0.54,0.04,0.02
190,Scott SinclairAston Villa--Manchester City,11,458,1,0,1.00,0.11,0.20,0.02
195,Lee Cattermole Sunderland,28,2367,1,0,0.23,1.06,0.01,0.04
202,Graham DorransWest Bromwich Albion,21,1608,1,3,1.51,2.65,0.08,0.15
203,Jonas OlssonWest Bromwich Albion,13,817,1,0,0.37,0.72,0.04,0.08
204,Gareth McAuleyWest Bromwich Albion,24,2071,1,0,1.14,0.53,0.05,0.02
206,Stéphane SessegnonWest Bromwich Albion,28,1768,1,3,2.13,2.78,0.11,0.14
207,Sandro Queens Park Rangers,17,1240,1,0,0.67,0.13,0.05,0.01
211,Marko Arnautovic Stoke,29,1930,1,5,3.12,3.51,0.15,0.16
212,Ciaran ClarkAston Villa,25,2000,1,2,2.34,0.88,0.11,0.04
215,Danny Graham Sunderland,14,620,1,0,1.11,0.18,0.16,0.03
218,Gastón Ramírez Hull--Southampton,23,997,1,2,1.02,1.64,0.09,0.15
219,Steven Caulker Queens Park Rangers,35,3019,1,0,2.94,1.18,0.09,0.04
225,Joe ColeAston Villa,12,263,1,1,0.28,0.45,0.09,0.15
228,Jake Livermore Hull,35,3041,1,1,1.22,0.99,0.04,0.03
229,David Meyler Hull,28,1728,1,1,0.91,0.97,0.05,0.05
230,Michael Dawson Hull,28,2436,1,0,0.88,0.31,0.03,0.01
235,Silvestre VarelaWest Bromwich Albion,7,330,1,0,0.98,0.36,0.27,0.10
237,Clint Hill Queens Park Rangers,19,1411,1,0,0.38,0.74,0.02,0.05
238,Paul McShane Hull,20,1694,1,0,1.10,0.05,0.06,0.00
239,Stephen Quinn Hull,28,1641,1,3,1.26,2.14,0.07,0.12
240,Sone Aluko Hull,25,1245,1,0,1.75,1.06,0.13,0.08
242,Joey Barton Queens Park Rangers,28,2347,1,3,2.06,5.23,0.08,0.20
276,Costel Pantilimon Sunderland,28,2520,0,0,0.00,0.00,0.00,0.00
291,Alex McCarthy Queens Park Rangers,3,237,0,0,0.00,0.00,0.00,0.00
301,Brad GuzanAston Villa,34,3060,0,0,0.00,0.00,0.00,0.00
302,Aly CissokhoAston Villa,25,2142,0,0,0.58,0.46,0.02,0.02
303,Ashley WestwoodAston Villa,27,2155,0,1,0.55,2.52,0.02,0.11
304,Carles GilAston Villa,5,361,0,1,0.09,0.89,0.02,0.22
305,Leandro BacunaAston Villa,19,970,0,5,1.00,1.85,0.09,0.17
306,Jack GrealishAston Villa,17,798,0,1,1.07,2.29,0.12,0.26
311,Asmir Begovic Stoke,35,3150,0,0,0.07,0.03,0.00,0.00
320,Vito Mannone Sunderland,10,900,0,0,0.00,0.04,0.00,0.00
322,John O'Shea Sunderland,37,3270,0,0,0.58,0.35,0.02,0.01
323,Patrick van Aanholt Sunderland,28,2301,0,5,1.32,4.81,0.05,0.19
325,Billy Jones Sunderland,14,1257,0,0,0.50,0.79,0.04,0.06
332,Robbie Brady Hull,27,1750,0,2,1.18,4.28,0.06,0.22
333,Youssouf MulumbuWest Bromwich Albion,17,900,0,0,0.48,0.30,0.05,0.03
335,Ben FosterWest Bromwich Albion,28,2488,0,0,0.00,0.00,0.00,0.00
337,Claudio YacobWest Bromwich Albion,20,1385,0,0,0.25,0.10,0.02,0.01
338,Boaz MyhillWest Bromwich Albion,11,932,0,0,0.00,0.00,0.00,0.00
346,Cristian GamboaWest Bromwich Albion,10,223,0,1,0.03,0.23,0.01,0.09
347,Jack Butland Stoke,3,270,0,0,0.00,0.00,0.00,0.00
348,Phil Bardsley Stoke,25,2079,0,1,0.66,1.61,0.03,0.07
349,Philipp Wollscheid Stoke,12,1006,0,0,0.22,0.13,0.02,0.01
350,Geoff Cameron Stoke,27,2133,0,1,1.23,1.32,0.05,0.06
351,Marc Muniesa Stoke,19,1381,0,0,0.13,0.10,0.01,0.01
352,Glenn Whelan Stoke,28,2279,0,0,0.40,0.60,0.02,0.02
353,Stephen Ireland Stoke,17,934,0,3,1.12,1.22,0.11,0.12
354,Dionatan Teixeira Stoke,1,1,0,0,0.00,0.00,0.00,0.00
355,Fabian DelphAston Villa,28,2435,0,3,1.54,2.42,0.06,0.09
356,Callum McManamanWest Bromwich Albion,8,355,0,1,0.27,0.69,0.07,0.17
359,Erik Pieters Stoke,31,2571,0,2,0.47,1.15,0.02,0.04
360,Shay GivenAston Villa,3,270,0,0,0.00,0.00,0.00,0.00
361,Sébastien PocognoliWest Bromwich Albion,15,1228,0,0,0.11,1.17,0.01,0.09
362,Andre WisdomWest Bromwich Albion,24,1971,0,1,0.34,0.50,0.02,0.02
364,Kieran RichardsonAston Villa,22,1349,0,1,0.76,1.14,0.05,0.08
368,Mikael Mandron Sunderland,1,2,0,0,0.11,0.00,4.89,0.00
374,Sebastián Coates Sunderland,10,821,0,0,0.37,0.06,0.04,0.01
375,Wes Brown Sunderland,25,1998,0,0,0.27,0.25,0.01,0.01
379,Marc Wilson Stoke,27,2127,0,0,0.26,0.24,0.01,0.01
384,Liam Bridcutt Sunderland,18,889,0,2,0.05,0.74,0.01,0.07
391,Peter Odemwingie Stoke,7,176,0,0,0.03,0.31,0.01,0.16
393,Steve Sidwell Stoke,12,438,0,0,0.16,0.03,0.03,0.01
394,Rushian Hepburn-MurphyAston Villa,1,5,0,0,0.00,0.00,0.00,0.00
397,Emanuele Giaccherini Sunderland,8,292,0,0,0.33,0.56,0.10,0.17
399,Nathan BakerAston Villa,11,761,0,0,0.31,0.23,0.04,0.03
400,Oliver Shenton Stoke,1,1,0,0,0.00,0.00,0.00,0.00
405,Charles N'ZogbiaAston Villa,27,1455,0,2,1.06,1.48,0.07,0.09
410,Ricardo Álvarez Sunderland,13,490,0,0,0.29,0.75,0.05,0.14
