PID,Player,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90
122,Scott Dann,Crystal Palace,34,2926,2,3,1.25,3.09,0.04,0.09
123,Joe Ledley,Crystal Palace,32,2581,2,0,1.69,1.50,0.06,0.05
124,Emmanuel Adebayor,Tottenham,13,811,2,1,2.90,1.35,0.32,0.15
125,Mark Noble,West Ham,28,2321,2,3,2.42,3.10,0.09,0.12
126,Aaron Cresswell,West Ham,38,3420,2,4,1.24,4.84,0.03,0.13
127,Daley Blind,Manchester United,25,2174,2,2,1.00,1.45,0.04,0.06
128,Leighton Baines,Everton,31,2775,2,9,2.97,6.35,0.10,0.21
129,James McCarthy,Everton,28,2416,2,1,1.41,1.04,0.05,0.04
130,Ross Barkley,Everton,29,1967,2,2,3.76,2.57,0.17,0.12
131,Aaron Lennon,Everton--Tottenham,23,1345,2,2,1.22,2.71,0.08,0.18
132,Nathaniel Clyne,Southampton,35,3148,2,0,0.94,2.09,0.03,0.06
133,Alberto Moreno,Liverpool,28,2273,2,0,1.94,1.66,0.08,0.07
134,Fernando,Manchester City,25,1886,2,2,1.68,1.58,0.08,0.08
135,Aleksandar Kolarov,Manchester City,21,1483,2,3,1.06,1.74,0.06,0.11
136,Ashley Young,Manchester United,26,2076,2,5,2.51,4.12,0.11,0.18
137,James McArthur,Crystal Palace,32,2623,2,0,2.07,1.77,0.07,0.06
138,Eric Dier,Tottenham,28,2288,2,2,1.42,1.47,0.06,0.06
139,Erik Lamela,Tottenham,33,2297,2,7,2.45,6.10,0.10,0.24
140,Willian,Chelsea,36,2439,2,3,4.23,5.78,0.16,0.21
141,Wes Morgan,Leicester,37,3293,2,2,2.28,0.92,0.06,0.03
142,Marc Albrighton,Leicester,18,1011,2,3,1.39,3.89,0.12,0.35
143,Andros Townsend,Tottenham,17,767,2,2,1.78,0.95,0.21,0.11
144,Andy King,Leicester,24,1366,2,0,2.06,0.13,0.14,0.01
146,Rickie Lambert,Liverpool,25,798,2,2,1.84,0.84,0.21,0.10
148,Ryan Bertrand,Southampton,34,3057,2,2,0.98,3.74,0.03,0.11
149,Samir Nasri,Manchester City,24,1596,2,6,2.48,4.47,0.14,0.25
151,Leon Osman,Everton,21,1262,2,2,2.72,1.54,0.19,0.11
153,Marouane Chamakh,Crystal Palace,18,1163,2,0,2.01,0.68,0.16,0.05
154,Yoan Gouffran,Newcastle United,31,1991,2,1,1.55,1.59,0.07,0.07
155,Brede Hangeland,Crystal Palace,14,1175,2,1,0.99,0.55,0.08,0.04
156,Ramires,Chelsea,23,1089,2,4,1.87,2.08,0.15,0.17
158,Andrej Kramaric,Leicester,13,569,2,0,2.06,0.70,0.33,0.11
160,Jack Wilshere,Arsenal,14,739,2,1,2.42,1.43,0.29,0.17
161,Ben Mee,Burnley,33,2889,2,1,1.93,0.87,0.06,0.03
162,Scott Arfield,Burnley,37,3210,2,1,3.17,2.06,0.09,0.06
164,Eljero Elia,Southampton,16,798,2,0,0.75,0.71,0.08,0.08
165,Carlton Cole,West Ham,23,894,2,0,1.73,0.66,0.17,0.07
167,Tomas Rosicky,Arsenal,15,562,2,1,0.97,1.54,0.16,0.25
168,Lazar Markovic,Liverpool,19,932,2,1,1.88,1.46,0.18,0.14
169,Sammy Ameobi,Newcastle United,25,1416,2,2,0.99,1.88,0.06,0.12
170,Joe Allen,Liverpool,21,1477,1,0,0.70,0.54,0.04,0.03
171,Calum Chambers,Arsenal,23,1574,1,1,0.81,0.88,0.05,0.05
172,Joel Ward,Crystal Palace,37,3330,1,0,0.31,0.88,0.01,0.02
173,Winston Reid,West Ham,30,2497,1,0,1.24,1.22,0.04,0.04
174,James Tomkins,West Ham,22,1858,1,3,2.16,2.03,0.10,0.10
175,John Stones,Everton,23,2046,1,0,0.20,0.66,0.01,0.03
176,Arouna Koné,Everton,12,611,1,1,1.13,0.73,0.17,0.11
177,Emre Can,Liverpool,27,2068,1,0,0.45,1.28,0.02,0.06
178,Martin Skrtel,Liverpool,33,2970,1,0,1.00,0.44,0.03,0.01
179,Pablo Zabaleta,Manchester City,29,2590,1,4,1.36,3.76,0.05,0.13
180,Gaël Clichy,Manchester City,23,2060,1,3,1.08,2.30,0.05,0.10
181,Martín Demichelis,Manchester City,31,2554,1,0,0.38,0.26,0.01,0.01
182,Toby Alderweireld,Southampton,26,2264,1,0,0.93,0.70,0.04,0.03
183,Mousa Dembélé,Tottenham,26,1122,1,1,1.15,0.76,0.09,0.06
184,Ryan Mason,Tottenham,31,2342,1,4,2.92,2.61,0.11,0.10
185,Michael Carrick,Manchester United,18,1460,1,2,0.29,1.70,0.02,0.10
191,Nemanja Matic,Chelsea,36,3124,1,3,2.80,2.38,0.08,0.07
192,Gary Cahill,Chelsea,36,2986,1,0,1.82,1.69,0.06,0.05
193,Jefferson Montero,Swansea,30,1551,1,7,1.01,3.65,0.06,0.21
194,Fabio Borini,Liverpool,12,389,1,1,1.95,0.93,0.45,0.22
196,Robert Huth,Leicester--Stoke,15,1186,1,0,1.17,0.00,0.09,0.00
197,Marcin Wasilewski,Leicester,25,1985,1,1,1.42,0.89,0.06,0.04
198,Daryl Janmaat,Newcastle United,37,3263,1,6,1.41,2.94,0.04,0.08
199,Steven Taylor,Newcastle United,10,655,1,0,0.42,0.00,0.06,0.00
200,Siem de Jong,Newcastle United,4,143,1,0,0.47,0.40,0.30,0.25
201,Emmanuel Rivière,Newcastle United,23,1231,1,1,3.65,0.91,0.27,0.07
205,Darren Fletcher,Manchester United--West Bromwich Albion,26,1711,1,0,0.45,0.88,0.02,0.05
208,James Ward-Prowse,Southampton,25,1488,1,6,2.94,3.92,0.18,0.24
209,Maya Yoshida,Southampton,22,1688,1,1,1.73,0.33,0.09,0.02
210,Gabriel Obertan,Newcastle United,13,644,1,1,0.40,1.34,0.06,0.19
213,Mathieu Flamini,Arsenal,23,1455,1,1,1.01,0.19,0.06,0.01
214,Rolando Aarons,Newcastle United,4,121,1,0,0.34,0.08,0.26,0.06
216,Fabricio Coloccini,Newcastle United,32,2839,1,0,1.31,0.72,0.04,0.02
217,Glen Johnson,Liverpool,19,1324,1,0,1.05,0.31,0.07,0.02
220,Alex Oxlade-Chamberlain,Arsenal,23,1497,1,1,2.85,3.69,0.17,0.22
221,Mathieu Debuchy,Arsenal,10,811,1,0,0.82,0.40,0.09,0.04
222,Mike Williamson,Newcastle United,31,2413,1,1,1.36,0.87,0.05,0.03
223,James Wilson,Manchester United,13,329,1,0,1.06,0.04,0.29,0.01
224,Aiden McGeady,Everton,16,903,1,2,0.99,2.22,0.10,0.22
226,Kevin Nolan,West Ham,29,1742,1,1,3.66,0.93,0.19,0.05
227,Michael Kightly,Burnley,17,959,1,2,1.54,1.13,0.14,0.11
231,Mario Balotelli,Liverpool,16,936,1,0,5.24,0.43,0.50,0.04
232,Roberto Soldado,Tottenham,24,776,1,1,3.39,1.20,0.39,0.14
233,Jonás Gutiérrez,Newcastle United,10,629,1,1,0.30,0.62,0.04,0.09
234,Rémy Cabella,Newcastle United,31,1960,1,2,3.09,2.11,0.14,0.10
236,Nélson Oliveira,Swansea,10,392,1,0,0.94,0.17,0.22,0.04
241,Ross Wallace,Burnley,15,206,1,0,0.56,1.29,0.24,0.56
243,Paul Konchesky,Leicester,26,2264,1,1,0.19,0.56,0.01,0.02
244,Chris Wood,Leicester,7,91,1,0,0.72,0.00,0.71,0.00
245,Lewis Holtby,Tottenham,1,28,0,0,0.05,0.00,0.15,0.00
246,Chicharito,Manchester United,1,49,0,0,0.00,0.02,0.00,0.03
247,Andreas Christensen,Chelsea,1,9,0,0,0.00,0.00,0.00,0.00
248,Adnan Januzaj,Manchester United,18,841,0,0,1.35,1.49,0.14,0.16
249,Lucas Leiva,Liverpool,20,1321,0,0,0.60,0.42,0.04,0.03
250,Kolo Touré,Liverpool,12,708,0,0,0.02,0.14,0.00,0.02
251,Jordon Ibe,Liverpool,12,616,0,0,0.59,0.36,0.09,0.05
252,Mamadou Sakho,Liverpool,16,1419,0,0,0.11,0.12,0.01,0.01
253,Simon Mignolet,Liverpool,36,3225,0,0,0.00,0.02,0.00,0.00
254,Petr Cech,Chelsea,7,607,0,0,0.00,0.00,0.00,0.00
255,Gabriel,Arsenal,6,347,0,1,0.04,0.03,0.01,0.01
256,Nacho Monreal,Arsenal,28,2308,0,1,0.30,1.38,0.01,0.05
257,Francis Coquelin,Arsenal,22,1667,0,0,0.08,0.19,0.00,0.01
258,David Ospina,Arsenal,18,1620,0,0,0.00,0.05,0.00,0.00
259,Joel Campbell,Arsenal,4,34,0,0,0.00,0.09,0.00,0.23
260,Per Mertesacker,Arsenal,35,3150,0,1,0.82,0.24,0.02,0.01
261,Wayne Hennessey,Crystal Palace,3,213,0,0,0.00,0.00,0.00,0.00
262,Damien Delaney,Crystal Palace,29,2430,0,0,0.74,0.74,0.03,0.03
263,Pape Souaré,Crystal Palace,9,603,0,0,0.04,1.76,0.01,0.26
264,Julian Speroni,Crystal Palace,36,3207,0,0,0.00,0.00,0.00,0.00
265,Adrian Mariappa,Crystal Palace,12,838,0,0,0.00,0.06,0.00,0.01
266,Martin Kelly,Crystal Palace,31,2503,0,1,0.19,0.81,0.01,0.03
267,Lee Chung-yong,Crystal Palace,3,86,0,0,0.10,0.00,0.10,0.00
268,Adrián,West Ham,38,3392,0,0,0.00,0.13,0.00,0.00
269,Kieran Gibbs,Arsenal,22,1657,0,3,1.08,1.82,0.06,0.10
270,David De Gea,Manchester United,37,3315,0,0,0.00,0.00,0.00,0.00
271,Marcos Rojo,Manchester United,22,1767,0,0,1.53,0.34,0.08,0.02
272,Jesse Lingard,Manchester United,1,23,0,0,0.00,0.00,0.00,0.00
273,Paddy McNair,Manchester United,16,1023,0,0,0.31,0.24,0.03,0.02
274,Etienne Capoue,Tottenham,12,911,0,0,0.12,0.24,0.01,0.02
275,Nathan Aké,Chelsea,1,14,0,0,0.00,0.00,0.00,0.00
277,Adlène Guédioura,Crystal Palace,7,111,0,0,0.36,0.22,0.29,0.18
278,Joel Robles,Everton,7,575,0,0,0.00,0.00,0.00,0.00
279,Gareth Barry,Everton,33,2832,0,2,1.36,1.67,0.04,0.05
280,Bryan Oviedo,Everton,6,306,0,0,0.06,0.54,0.02,0.16
281,Tim Howard,Everton,32,2845,0,0,0.00,0.02,0.00,0.00
282,Dejan Lovren,Liverpool,26,2032,0,0,0.89,0.07,0.04,0.00
283,Joe Hart,Manchester City,36,3240,0,0,0.00,0.00,0.00,0.00
284,Vincent Kompany,Manchester City,25,2035,0,0,0.33,0.86,0.01,0.04
285,Jesús Navas,Manchester City,35,2237,0,8,3.68,8.59,0.15,0.35
286,Willy Caballero,Manchester City,2,180,0,0,0.00,0.00,0.00,0.00
287,Bacary Sagna,Manchester City,9,736,0,0,0.02,0.76,0.00,0.09
288,Eliaquim Mangala,Manchester City,25,2188,0,2,0.87,1.04,0.04,0.04
289,Antonio Valencia,Manchester United,32,2588,0,2,0.22,2.21,0.01,0.08
290,Jordon Mutch,Crystal Palace--Queens Park Rangers,16,850,0,1,0.94,0.85,0.10,0.09
292,Hugo Lloris,Tottenham,35,3063,0,0,0.00,0.00,0.00,0.00
293,Kyle Walker,Tottenham,15,1309,0,0,0.16,0.92,0.01,0.06
294,Jan Vertonghen,Tottenham,32,2807,0,0,0.59,0.08,0.02,0.00
295,Michel Vorm,Tottenham,4,357,0,0,0.00,0.03,0.00,0.01
296,Kieran Trippier,Burnley,38,3418,0,4,0.46,6.79,0.01,0.18
297,Tom Carroll,Swansea,13,694,0,0,0.17,0.64,0.02,0.08
298,James Collins,West Ham,27,1870,0,0,1.04,0.30,0.05,0.01
299,Alexandre Song,West Ham,28,2258,0,3,0.72,2.38,0.03,0.09
300,Ben Davies,Tottenham,14,879,0,1,0.01,0.35,0.00,0.04
307,Thibaut Courtois,Chelsea,32,2813,0,0,0.00,0.22,0.00,0.01
308,César Azpilicueta,Chelsea,29,2483,0,3,0.25,1.31,0.01,0.05
309,John Obi Mikel,Chelsea,18,678,0,1,0.49,0.33,0.06,0.04
310,Ruben Loftus-Cheek,Chelsea,3,139,0,0,0.02,0.08,0.01,0.05
312,Lukasz Fabianski,Swansea,37,3310,0,0,0.00,0.00,0.00,0.00
313,Angel Rangel,Swansea,27,2036,0,0,0.17,1.47,0.01,0.07
314,Federico Fernández,Swansea,28,2472,0,0,0.59,0.09,0.02,0.00
315,Ashley Williams,Swansea,37,3330,0,0,0.40,0.15,0.01,0.00
316,Neil Taylor,Swansea,34,3004,0,2,0.08,1.79,0.00,0.05
317,Kyle Naughton,Swansea--Tottenham,15,1189,0,1,0.04,0.40,0.00,0.03
318,Modou Barrow,Swansea,11,266,0,1,0.04,0.80,0.02,0.27
319,Jordi Amat,Swansea,10,591,0,0,0.00,0.04,0.00,0.01
321,DeAndre Yedlin,Tottenham,1,9,0,0,0.00,0.00,0.00,0.00
324,Younes Kaboul,Tottenham,11,990,0,0,0.91,0.31,0.08,0.03
326,Kasper Schmeichel,Leicester,24,2160,0,0,0.00,0.08,0.00,0.00
327,Danny Simpson,Leicester--Queens Park Rangers,15,1257,0,0,0.04,0.47,0.00,0.03
328,Daniel Drinkwater,Leicester,23,1476,0,0,0.53,0.72,0.03,0.04
329,Mark Schwarzer,Leicester,6,540,0,0,0.00,0.00,0.00,0.00
330,Robert Elliot,Newcastle United,3,227,0,0,0.00,0.05,0.00,0.02
331,Vurnon Anita,Newcastle United,19,1291,0,0,0.14,0.24,0.01,0.02
334,Matthew Jarvis,West Ham,11,409,0,0,0.38,1.03,0.08,0.23
336,Jonny Evans,Manchester United,14,1095,0,0,0.01,0.04,0.00,0.00
339,Sylvain Distin,Everton,13,1081,0,0,0.06,0.10,0.00,0.01
340,Marvin Emnes,Swansea,17,488,0,0,0.88,0.80,0.16,0.15
341,Leon Britton,Swansea,9,541,0,0,0.00,0.02,0.00,0.00
342,Fraser Forster,Southampton,30,2623,0,0,0.00,0.02,0.00,0.00
343,José Fonte,Southampton,37,3330,0,1,1.33,1.24,0.04,0.03
344,Paul Dummett,Newcastle United,25,2111,0,0,1.64,1.22,0.07,0.05
345,Cheick Tioté,Newcastle United,11,899,0,2,0.16,0.54,0.02,0.05
357,Steven Davis,Southampton,35,2668,0,2,3.12,3.70,0.11,0.12
358,Matt Targett,Southampton,6,221,0,0,0.04,0.04,0.01,0.02
363,Jay Fulton,Swansea,2,112,0,0,0.00,0.00,0.00,0.00
365,Muhamed Besic,Everton,23,1293,0,0,0.40,0.45,0.03,0.03
366,Brendan Galloway,Everton,2,175,0,0,0.00,0.09,0.00,0.05
367,Harrison Reed,Southampton,9,462,0,0,0.12,0.00,0.02,0.00
369,Nabil Bentaleb,Tottenham,26,2195,0,2,1.15,1.76,0.05,0.07
370,Joey O'Brien,West Ham,9,523,0,0,0.09,0.45,0.02,0.08
371,Darron Gibson,Everton,9,406,0,0,0.29,0.02,0.06,0.00
372,Andreas Pereira,Manchester United,1,12,0,0,0.00,0.00,0.00,0.00
373,Steven Pienaar,Everton,9,309,0,2,0.30,0.33,0.09,0.10
376,Kurt Zouma,Chelsea,15,633,0,0,0.02,0.03,0.00,0.00
377,Carl Jenkinson,West Ham,32,2660,0,2,1.11,2.13,0.04,0.07
378,Massadio Haidara,Newcastle United,15,1092,0,1,0.11,0.34,0.01,0.03
380,Phil Jones,Manchester United,22,1881,0,0,0.19,0.26,0.01,0.01
381,Kelvin Davis,Southampton,7,617,0,0,0.00,0.00,0.00,0.00
382,Ritchie de Laet,Leicester,26,1881,0,1,0.05,1.15,0.00,0.06
383,Kyle Bartley,Swansea,7,630,0,0,0.19,0.00,0.03,0.00
385,Mikel Arteta,Arsenal,7,451,0,1,0.04,0.07,0.01,0.01
386,Jerome Sinclair,Liverpool,2,22,0,0,0.00,0.05,0.00,0.21
387,Paulo Gazzaniga,Southampton,2,180,0,0,0.00,0.00,0.00,0.00
388,Tyias Browning,Everton,2,24,0,0,0.00,0.03,0.00,0.12
389,Tim Krul,Newcastle United,30,2700,0,1,0.00,0.26,0.00,0.01
390,Federico Fazio,Tottenham,20,1780,0,0,0.49,0.04,0.02,0.00
392,Luke Shaw,Manchester United,16,1131,0,0,0.14,1.28,0.01,0.10
395,Elliot Lee,West Ham,1,12,0,0,0.00,0.00,0.00,0.00
396,Tony Hibbert,Everton,4,336,0,0,0.02,0.00,0.01,0.00
398,Kenji Gorré,Swansea,1,5,0,0,0.00,0.00,0.00,0.00
401,Matt Grimes,Swansea,3,38,0,0,0.00,0.14,0.00,0.33
402,Ryan Seager,Southampton,1,1,0,0,0.00,0.08,0.00,7.02
403,Jonathan Williams,Crystal Palace,2,28,0,0,0.12,0.39,0.39,1.24
404,Gerhard Tremmel,Swansea,2,107,0,0,0.00,0.00,0.00,0.00
406,Nick Powell,Leicester,3,36,0,0,0.05,0.00,0.13,0.00
407,Dean Hammond,Leicester,12,783,0,0,0.18,0.14,0.02,0.02
408,Juan Cuadrado,Chelsea,12,302,0,0,1.75,0.29,0.52,0.09
409,Diego Poyet,West Ham,3,87,0,0,0.00,0.01,0.00,0.02
