,bps,clean_sheets,element_type,news_added,now_cost,own_goals,penalties_missed,photo,points_per_game,red_cards,second_name,threat,web_name,yellow_cards,Player,PID,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90,Position
24,296,4,3,2018-10-20T13:01:16Z,62,0,0,90105.jpg,5.3,0,Fraser,260,Fraser,1,Ryan Fraser,116,Bournemouth,28,1774,3,5,2.11,3.62,0.11,0.18,Unfilled
25,248,4,4,,68,0,1,75115.jpg,5.7,0,Wilson,555,Wilson,3,Callum Wilson,46,Bournemouth,20,1382,6,0,5.37,0.55,0.35,0.04,Unfilled
26,181,4,4,2018-10-26T10:01:17Z,63,0,0,78007.jpg,4.8,0,King,295,King,1,Joshua King,8,Bournemouth,36,2734,16,2,10.91,2.41,0.36,0.08,Unfilled
27,231,3,2,,48,1,0,51927.jpg,2.3,0,Mee,53,Mee,2,Ben Mee,236,Burnley,34,3018,1,0,0.9,0.23,0.03,0.01,Unfilled
28,44,1,2,2018-10-16T15:31:15Z,47,0,0,40616.jpg,2.3,0,Ward,19,Ward,1,Stephen Ward,237,Burnley,37,3233,1,1,1.38,2.21,0.04,0.06,Unfilled
29,184,3,3,2018-11-11T12:31:15Z,59,0,0,60586.jpg,4.5,0,Gudmundsson,175,Gudmundsson,2,Johann Berg Gudmundsson,241,Burnley,20,988,1,2,0.61,1.21,0.06,0.11,Unfilled
30,71,0,3,2018-11-10T17:31:13Z,54,0,0,39847.jpg,1.7,0,Defour,0,Defour,0,Steven Defour,238,Burnley,21,1088,1,3,0.49,1.18,0.04,0.1,Unfilled
31,85,1,3,,53,0,0,83314.jpg,2.0,0,Hendrick,139,Hendrick,2,Jeff Hendrick,164,Burnley,32,2698,2,1,1.31,0.65,0.04,0.02,Unfilled
32,33,0,3,2018-10-28T13:31:14Z,54,0,0,90517.jpg,1.6,0,Brady,31,Brady,2,Robbie Brady,219,Burnley,14,710,1,2,0.77,1.61,0.1,0.2,Unfilled
33,141,2,3,2018-08-03T12:31:10Z,45,0,0,60551.jpg,2.5,0,Westwood,66,Westwood,2,Ashley Westwood,351,Burnley,9,549,0,0,0.03,0.15,0.01,0.02,Unfilled
34,152,3,3,2018-11-10T14:01:14Z,47,0,0,40145.jpg,2.0,0,Cork,59,Cork,3,Jack Cork,362,Swansea,30,2233,0,0,1.33,1.22,0.05,0.05,Unfilled
35,117,3,3,2018-10-26T14:31:14Z,50,0,0,17349.jpg,2.8,0,Lennon,106,Lennon,1,Aaron Lennon,328,Everton,11,511,0,1,0.28,0.53,0.05,0.09,Unfilled
36,113,2,4,,53,0,0,40399.jpg,2.9,0,Vokes,266,Vokes,0,Sam Vokes,21,Burnley,37,2030,10,3,8.35,1.53,0.37,0.07,Unfilled
37,72,1,4,2018-07-24T09:01:08Z,56,0,0,44699.jpg,1.8,0,Barnes,87,Barnes,1,Ashley Barnes,59,Burnley,28,1788,6,2,6.59,2.39,0.33,0.12,Unfilled
38,79,2,3,2018-11-04T12:01:15Z,49,0,0,48615.jpg,1.6,0,Arter,66,Arter,5,Harry Arter,231,Bournemouth,35,2963,1,4,3.23,2.12,0.1,0.06,Unfilled
39,0,0,1,2018-08-09T06:49:10Z,55,0,0,60772.jpg,0.0,0,Courtois,0,Courtois,0,Thibaut Courtois,352,Chelsea,36,3240,0,0,0.0,0.0,0.0,0.0,Unfilled
40,0,0,1,,47,0,0,20310.jpg,0.0,0,Caballero,0,Caballero,0,Willy Caballero,337,Manchester City,17,1450,0,0,0.0,0.0,0.0,0.0,Unfilled
41,298,6,2,,63,0,0,41328.jpg,4.2,0,Azpilicueta,71,Azpilicueta,0,César Azpilicueta,203,Chelsea,38,3420,1,4,0.64,1.68,0.02,0.04,Unfilled
42,3,0,2,,51,0,0,19419.jpg,1.0,0,Cahill,0,Cahill,0,Gary Cahill,49,Chelsea,37,3299,6,0,3.3,0.17,0.09,0.0,Unfilled
43,337,6,2,,71,0,0,82263.jpg,6.7,0,Alonso,214,Alonso,1,Marcos Alonso,58,Chelsea,31,2696,6,3,4.15,3.15,0.14,0.11,Unfilled
44,3,0,2,2018-11-28T14:31:14Z,56,0,0,49013.jpg,1.0,0,Moses,6,Moses,0,Victor Moses,103,Chelsea,34,2519,3,2,4.05,2.63,0.14,0.09,Unfilled
45,302,4,3,2018-11-25T20:01:14Z,111,0,0,42786.jpg,6.9,0,Hazard,496,Hazard,2,Eden Hazard,9,Chelsea,36,3050,16,5,11.03,6.44,0.33,0.19,Unfilled
46,17,0,3,2018-11-11T13:31:14Z,63,0,0,17878.jpg,1.0,0,Fàbregas,2,Fàbregas,0,Cesc Fàbregas,67,Chelsea,29,1294,5,12,2.81,7.85,0.2,0.55,Unfilled
47,196,6,3,,49,0,0,116594.jpg,2.8,0,Kanté,171,Kanté,3,N'Golo Kanté,212,Chelsea,35,3141,1,1,2.17,1.88,0.06,0.05,Unfilled
48,164,3,3,2018-10-20T11:31:16Z,58,0,0,88894.jpg,4.0,0,Barkley,204,Barkley,0,Ross Barkley,62,Everton,36,2922,5,8,6.94,7.26,0.21,0.22,Unfilled
49,0,0,3,,47,0,0,61603.jpg,0.0,0,Drinkwater,0,Drinkwater,0,Daniel Drinkwater,213,Leicester,29,2466,1,1,1.14,1.12,0.04,0.04,Unfilled
50,33,1,3,2018-09-28T13:01:14Z,52,0,0,126187.jpg,3.3,0,Loftus-Cheek,47,Loftus-Cheek,0,Ruben Loftus-Cheek,354,Chelsea,6,23,0,0,0.14,0.0,0.54,0.0,Unfilled
51,102,3,4,2018-11-01T11:31:13Z,77,0,0,44346.jpg,3.2,0,Giroud,214,Giroud,0,Olivier Giroud,17,Arsenal,29,1170,12,3,7.0,2.01,0.54,0.15,Unfilled
52,273,5,1,,45,0,0,20066.jpg,4.4,0,Hennessey,0,Hennessey,0,Wayne Hennessey,295,Crystal Palace,29,2610,0,0,0.0,0.09,0.0,0.0,Unfilled
53,216,5,2,2018-11-10T20:01:15Z,43,0,0,49413.jpg,2.9,0,Tomkins,63,Tomkins,3,James Tomkins,100,Crystal Palace,24,1984,3,0,4.0,0.1,0.18,0.0,Unfilled
54,0,0,2,2018-07-05T14:31:07Z,44,0,0,19188.jpg,0.0,0,Dann,0,Dann,0,Scott Dann,99,Crystal Palace,23,1746,3,1,1.39,0.92,0.07,0.05,Unfilled
55,24,0,2,,39,0,0,58786.jpg,1.0,0,Kelly,0,Kelly,0,Martin Kelly,303,Crystal Palace,29,2145,0,2,0.24,0.53,0.01,0.02,Unfilled
56,71,1,2,,44,0,0,86417.jpg,2.1,0,Schlupp,124,Schlupp,1,Jeffrey Schlupp,377,Crystal Palace--Leicester,19,1129,0,0,0.1,0.39,0.01,0.03,Unfilled
57,241,5,2,,54,0,0,74230.jpg,3.8,0,van Aanholt,188,van Aanholt,2,Patrick van Aanholt,68,Crystal Palace--Sunderland,32,2493,5,1,3.48,2.14,0.13,0.08,Unfilled
58,277,5,2,2018-11-24T15:01:16Z,49,0,0,40784.jpg,3.1,0,Sakho,13,Sakho,2,Mamadou Sakho,285,Crystal Palace,8,688,0,0,0.14,0.27,0.02,0.04,Unfilled
59,3,0,3,,43,0,0,19197.jpg,1.0,0,Puncheon,0,Puncheon,0,Jason Puncheon,299,Crystal Palace,36,3099,0,5,1.79,5.03,0.05,0.15,Unfilled
60,164,5,3,,47,0,0,50471.jpg,2.8,0,McArthur,102,McArthur,2,James McArthur,65,Crystal Palace,29,2034,5,3,1.7,2.35,0.08,0.1,Unfilled
61,0,0,3,2018-08-12T10:04:56Z,50,0,0,44343.jpg,0.0,0,Sako,0,Sako,0,Bakary Sako,301,Crystal Palace,7,121,0,0,0.13,0.09,0.1,0.07,Unfilled
62,195,5,3,,57,0,0,60252.jpg,3.2,0,Townsend,232,Townsend,1,Andros Townsend,109,Crystal Palace,36,2542,3,4,3.33,5.83,0.12,0.21,Unfilled
63,209,5,3,,60,0,1,66975.jpg,2.9,0,Milivojevic,144,Milivojevic,3,Luka Milivojevic,167,Crystal Palace,14,1230,2,0,1.99,0.64,0.15,0.05,Unfilled
64,132,5,4,2018-11-10T20:01:15Z,67,0,0,82403.jpg,3.5,0,Zaha,344,Zaha,3,Wilfried Zaha,36,Crystal Palace,35,3033,7,9,5.57,4.54,0.17,0.13,Unfilled
65,5,1,4,2018-09-06T10:01:13Z,63,0,0,54861.jpg,2.0,0,Benteke,170,Benteke,0,Christian Benteke,10,Crystal Palace,36,3153,15,2,17.36,2.06,0.5,0.06,Unfilled
66,83,4,3,,47,0,0,55037.jpg,2.3,0,Kouyaté,76,Kouyaté,2,Cheikhou Kouyaté,173,West Ham,31,2738,1,0,1.05,0.32,0.03,0.01,Unfilled
67,6,0,2,2018-11-10T16:31:13Z,43,0,0,55494.jpg,1.0,0,Ward,4,Ward,0,Joel Ward,296,Crystal Palace,38,3420,0,1,0.94,0.86,0.02,0.02,Unfilled
68,3,0,2,2018-08-24T16:01:12Z,43,0,0,79228.jpg,1.0,0,Souaré,0,Souaré,0,Pape Souaré,298,Crystal Palace,3,270,0,0,0.02,0.15,0.01,0.05,Unfilled
69,2,0,4,2018-11-02T14:31:13Z,49,0,0,59125.jpg,1.0,0,Wickham,0,Wickham,0,Connor Wickham,127,Crystal Palace,8,406,2,0,1.09,0.0,0.24,0.0,Unfilled
70,27,2,4,,57,0,0,80146.jpg,2.0,0,Ayew,150,Ayew,1,Jordan Ayew,202,Swansea,14,858,1,3,1.02,1.84,0.11,0.19,Unfilled
71,0,0,1,2018-07-05T14:31:07Z,40,0,0,10318.jpg,0.0,0,Stekelenburg,0,Stekelenburg,0,Maarten Stekelenburg,393,Everton,19,1685,0,0,0.0,0.0,0.0,0.0,Unfilled
72,40,0,2,,51,0,0,12745.jpg,1.3,0,Baines,15,Baines,0,Leighton Baines,131,Everton,32,2827,2,3,2.75,2.69,0.09,0.09,Unfilled
73,160,3,2,2018-09-10T17:01:14Z,52,0,0,59949.jpg,3.8,0,Coleman,74,Coleman,1,Seamus Coleman,78,Everton,26,2317,4,3,1.38,2.76,0.05,0.11,Unfilled
74,-2,0,2,2018-11-02T18:01:13Z,43,0,0,7645.jpg,-1.0,1,Jagielka,0,Jagielka,0,Phil Jagielka,105,Everton,27,2252,3,2,1.27,0.7,0.05,0.03,Unfilled
75,0,0,2,2018-08-03T09:26:19Z,45,0,0,19159.jpg,0.0,0,Williams,0,Williams,0,Ashley Williams,206,Everton,36,3156,1,3,1.36,1.21,0.04,0.03,Unfilled
76,239,4,2,2018-09-23T14:31:13Z,50,0,0,106611.jpg,5.2,0,Keane,197,Keane,0,Michael Keane,155,Burnley,35,3150,2,1,1.46,0.99,0.04,0.03,Unfilled
77,0,0,2,2018-08-17T15:01:12Z,45,0,0,56192.jpg,0.0,0,Martina,0,Martina,0,Cuco Martina,391,Southampton,9,595,0,0,0.03,0.22,0.01,0.03,Unfilled
78,138,4,3,2018-09-16T14:01:13Z,63,0,0,20467.jpg,3.9,0,Walcott,309,Walcott,0,Theo Walcott,19,Arsenal,28,1944,10,2,9.9,2.53,0.46,0.12,Unfilled
79,0,0,3,2018-08-26T07:54:10Z,58,0,0,55452.jpg,0.0,0,Bolasie,0,Bolasie,0,Yannick Bolasie,172,Crystal Palace--Everton,14,1056,1,4,1.22,4.77,0.1,0.41,Unfilled
80,0,0,3,2018-07-05T14:31:07Z,44,0,0,50472.jpg,0.0,0,McCarthy,0,McCarthy,0,James McCarthy,183,Everton,12,608,1,1,0.46,0.25,0.07,0.04,Unfilled
81,59,0,3,2018-08-18T17:01:12Z,43,0,0,42774.jpg,1.7,0,Schneiderlin,2,Schneiderlin,1,Morgan Schneiderlin,177,Everton--Manchester United,17,1067,1,0,0.71,0.13,0.06,0.01,Unfilled
82,177,4,3,2018-10-14T22:01:15Z,48,0,0,80801.jpg,2.1,0,Gueye,32,Gueye,3,Idrissa Gueye,200,Everton,33,2700,1,1,1.99,2.14,0.07,0.07,Unfilled
83,62,1,3,,52,0,0,173807.jpg,1.8,0,Davies,26,Davies,2,Tom Davies,152,Everton,24,1540,2,3,1.4,1.97,0.08,0.11,Unfilled
84,34,0,3,2018-11-24T15:01:16Z,51,0,0,219352.jpg,1.4,0,Lookman,32,Lookman,0,Ademola Lookman,266,Everton,8,289,1,0,1.14,0.0,0.36,0.0,Unfilled
85,276,4,3,2018-11-11T17:31:14Z,74,0,1,55422.jpg,5.5,0,Sigurdsson,333,Sigurdsson,1,Gylfi Sigurdsson,24,Swansea,38,3329,9,13,8.57,8.27,0.23,0.22,Unfilled
86,73,0,4,2018-09-11T17:01:14Z,53,0,0,177815.jpg,2.1,0,Calvert-Lewin,122,Calvert-Lewin,1,Dominic Calvert-Lewin,265,Everton,11,340,1,0,1.25,0.0,0.33,0.0,Unfilled
87,0,0,3,2018-08-05T06:50:01Z,55,0,0,26901.jpg,0.0,0,Mirallas,0,Mirallas,0,Kevin Mirallas,79,Everton,35,2100,4,6,3.55,3.73,0.15,0.16,Unfilled
88,74,0,2,2018-10-20T16:31:16Z,42,0,0,101184.jpg,0.8,0,Chambers,56,Chambers,2,Calum Chambers,126,Arsenal--Middlesbrough,25,2250,2,1,0.84,0.61,0.03,0.02,Unfilled
89,63,0,2,2018-09-27T15:31:13Z,48,0,0,149266.jpg,0.5,0,Mawson,21,Mawson,2,Alfie Mawson,92,Swansea,27,2430,4,0,2.05,0.39,0.08,0.01,Unfilled
90,64,0,2,2018-09-29T16:31:14Z,45,1,0,201084.jpg,0.6,0,Fosu-Mensah,26,Fosu-Mensah,2,Timothy Fosu-Mensah,311,Manchester United,4,95,0,0,0.03,0.0,0.03,0.0,Unfilled
91,243,5,1,,50,0,0,17745.jpg,3.4,0,Schmeichel,4,Schmeichel,1,Kasper Schmeichel,375,Leicester,30,2668,0,0,0.0,0.0,0.0,0.0,Unfilled
92,155,4,2,2018-10-06T17:01:15Z,45,0,0,15033.jpg,2.6,2,Morgan,62,Morgan,1,Wes Morgan,211,Leicester,27,2430,1,0,1.87,0.13,0.07,0.0,Unfilled
93,0,0,2,,42,0,0,37402.jpg,0.0,0,Fuchs,0,Fuchs,0,Christian Fuchs,142,Leicester,36,3108,2,4,1.35,3.47,0.04,0.1,Unfilled
94,5,0,2,2018-07-23T19:01:08Z,42,0,0,40725.jpg,1.0,0,Simpson,0,Simpson,0,Danny Simpson,376,Leicester,35,2994,0,2,0.11,0.84,0.0,0.03,Unfilled
95,134,2,3,2018-07-23T19:01:08Z,51,0,0,51938.jpg,2.2,0,Albrighton,135,Albrighton,2,Marc Albrighton,143,Leicester,33,2449,2,6,1.28,4.64,0.05,0.17,Unfilled
96,109,4,3,2018-10-27T15:31:14Z,54,0,0,172632.jpg,3.4,0,Gray,175,Gray,1,Demarai Gray,216,Leicester,30,1015,1,3,0.98,1.79,0.09,0.16,Unfilled
97,103,1,3,2018-10-27T19:01:14Z,44,0,0,155569.jpg,1.7,0,Amartey,21,Amartey,2,Daniel Amartey,215,Leicester,24,1651,1,1,0.83,0.56,0.05,0.03,Unfilled
98,202,5,3,,49,0,0,203341.jpg,2.6,0,Ndidi,145,Ndidi,3,Wilfred Ndidi,166,Leicester,17,1523,2,1,1.85,0.98,0.11,0.06,Unfilled
99,155,5,4,2018-11-24T15:01:16Z,89,0,0,101668.jpg,4.1,1,Vardy,358,Vardy,0,Jamie Vardy,15,Leicester,35,2822,13,5,9.95,4.68,0.32,0.15,Unfilled
100,24,0,4,2018-08-25T13:01:12Z,52,0,0,78412.jpg,1.1,0,Okazaki,59,Okazaki,0,Shinji Okazaki,108,Leicester,30,1594,3,1,2.96,1.24,0.17,0.07,Unfilled
101,121,1,4,,59,0,0,173515.jpg,3.2,0,Iheanacho,168,Iheanacho,1,Kelechi Iheanacho,82,Manchester City,20,515,4,3,4.74,2.53,0.83,0.44,Unfilled
102,0,0,1,2018-09-14T13:01:14Z,48,0,0,66797.jpg,0.0,0,Mignolet,0,Mignolet,0,Simon Mignolet,286,Liverpool,28,2520,0,0,0.0,0.0,0.0,0.0,Unfilled
103,0,0,1,2018-08-27T06:55:46Z,49,0,0,104542.jpg,0.0,0,Karius,0,Karius,0,Loris Karius,268,Liverpool,10,900,0,0,0.0,0.0,0.0,0.0,Unfilled
104,103,3,2,2018-11-07T02:01:16Z,49,0,0,38454.jpg,6.5,0,Lovren,10,Lovren,0,Dejan Lovren,133,Liverpool,29,2559,2,1,1.14,0.44,0.04,0.02,Unfilled
105,13,0,2,,42,0,0,100059.jpg,2.0,0,Moreno,5,Moreno,0,Alberto Moreno,334,Liverpool,12,282,0,1,0.21,0.31,0.07,0.1,Unfilled
106,0,0,2,2018-11-05T10:01:14Z,46,0,0,57328.jpg,0.0,0,Clyne,0,Clyne,0,Nathaniel Clyne,333,Liverpool,37,3326,0,2,1.43,4.6,0.04,0.12,Unfilled
107,58,1,2,2018-08-20T19:01:12Z,49,0,0,60914.jpg,3.3,0,Matip,17,Matip,0,Joel Matip,168,Liverpool,29,2453,1,0,3.1,0.51,0.11,0.02,Unfilled
108,0,0,2,2018-08-08T07:01:10Z,44,0,0,33871.jpg,0.0,0,Klavan,0,Klavan,0,Ragnar Klavan,272,Liverpool,20,1402,0,0,0.19,0.18,0.01,0.01,Unfilled
109,283,7,2,2018-10-20T15:31:16Z,60,0,0,97032.jpg,4.4,0,van Dijk,88,van Dijk,1,Virgil van Dijk,223,Southampton,21,1857,1,0,1.37,0.48,0.07,0.02,Unfilled
110,0,0,3,2018-07-05T14:31:07Z,64,0,0,81880.jpg,0.0,0,Oxlade-Chamberlain,0,Chamberlain,0,Alex Oxlade-Chamberlain,151,Arsenal,29,1564,2,7,2.44,4.47,0.14,0.26,Unfilled
111,118,3,3,2018-11-24T17:01:15Z,53,0,0,56979.jpg,1.5,1,Henderson,5,Henderson,0,Jordan Henderson,184,Liverpool,24,2122,1,4,0.8,2.58,0.03,0.11,Unfilled
112,23,2,3,2018-11-23T12:31:16Z,69,0,0,39155.jpg,2.0,0,Lallana,46,Lallana,1,Adam Lallana,27,Liverpool,31,2371,8,7,4.51,4.11,0.17,0.16,Unfilled
113,236,7,3,2018-10-15T22:01:16Z,99,0,0,110979.jpg,6.4,0,Mané,424,Mané,1,Sadio Mané,16,Liverpool,27,2257,13,5,9.48,4.45,0.38,0.18,Unfilled
114,163,7,3,2018-07-29T09:01:10Z,55,0,0,41733.jpg,3.2,0,Wijnaldum,158,Wijnaldum,1,Georginio Wijnaldum,53,Liverpool,36,2981,6,9,5.57,5.3,0.17,0.16,Unfilled
115,199,4,3,2018-10-20T15:31:16Z,56,0,0,15157.jpg,3.5,0,Milner,116,Milner,2,James Milner,35,Liverpool,36,3170,7,3,7.36,3.95,0.21,0.11,Unfilled
116,205,10,4,2018-09-15T14:31:15Z,92,0,0,92217.jpg,4.1,0,Firmino,385,Firmino,0,Roberto Firmino,18,Liverpool,35,3077,11,7,10.36,7.85,0.3,0.23,Unfilled
117,68,1,4,,58,0,0,40755.jpg,2.4,0,Sturridge,101,Sturridge,1,Daniel Sturridge,97,Liverpool,20,757,3,1,4.35,1.64,0.52,0.19,Unfilled
118,0,0,4,2018-11-28T00:01:16Z,50,0,0,152760.jpg,0.0,0,Origi,0,Origi,0,Divock Origi,34,Liverpool,34,1450,7,3,5.52,1.6,0.34,0.1,Unfilled
119,162,3,3,2018-07-29T08:31:08Z,85,0,1,103025.jpg,3.7,0,Mahrez,304,Mahrez,0,Riyad Mahrez,52,Leicester,36,2859,6,3,8.95,6.25,0.28,0.2,Unfilled
120,183,4,2,,53,0,0,97299.jpg,4.2,0,Stones,14,Stones,0,John Stones,326,Manchester City,27,2011,0,0,1.46,0.23,0.07,0.01,Unfilled
121,64,1,2,,52,0,0,17476.jpg,1.8,0,Kompany,8,Kompany,2,Vincent Kompany,106,Manchester City,11,826,3,0,0.69,0.57,0.08,0.06,Unfilled
122,132,4,2,2018-11-24T15:01:16Z,61,0,0,57410.jpg,5.2,0,Otamendi,46,Otamendi,0,Nicolás Otamendi,186,Manchester City,30,2588,1,1,1.06,1.16,0.04,0.04,Unfilled
123,261,7,2,2018-10-21T16:31:17Z,65,0,0,58621.jpg,5.5,0,Walker,56,Walker,0,Kyle Walker,342,Tottenham,33,2710,0,5,0.69,3.7,0.02,0.12,Unfilled
124,105,3,2,2018-10-01T08:31:14Z,53,0,0,41823.jpg,4.4,0,Delph,0,Delph,0,Fabian Delph,230,Manchester City,7,216,1,0,0.23,0.36,0.09,0.15,Unfilled
125,341,7,3,2018-09-03T18:31:13Z,114,0,0,103955.jpg,8.5,0,Sterling,602,Sterling,1,Raheem Sterling,39,Manchester City,33,2532,7,6,8.11,5.5,0.29,0.2,Unfilled
126,301,6,3,,87,0,0,20664.jpg,5.6,0,Silva,546,David Silva,1,David Silva,81,Manchester City,34,2775,4,7,6.24,8.12,0.2,0.26,Unfilled
127,8,0,3,2018-11-01T23:01:15Z,97,0,0,61366.jpg,0.7,0,De Bruyne,15,De Bruyne,1,Kevin De Bruyne,45,Manchester City,36,2893,6,18,6.77,15.89,0.21,0.49,Unfilled
128,185,3,3,2018-12-01T15:01:16Z,54,0,0,59859.jpg,4.9,0,Gündogan,174,Gündogan,0,Ilkay Gündogan,96,Manchester City,10,717,3,1,1.92,0.98,0.24,0.12,Unfilled
129,252,5,3,,93,0,0,182156.jpg,6.2,0,Sané,439,Sané,1,Leroy Sané,60,Manchester City,26,1793,5,3,5.82,5.7,0.29,0.29,Unfilled
130,316,7,4,2018-09-15T17:01:14Z,115,0,0,37572.jpg,6.3,0,Agüero,749,Agüero,2,Sergio Agüero,4,Manchester City,31,2408,20,3,22.67,4.67,0.85,0.17,Unfilled
131,220,2,1,,57,0,0,51940.jpg,3.0,0,De Gea,0,De Gea,0,David De Gea,310,Manchester United,35,3150,0,0,0.0,0.0,0.0,0.0,Unfilled
132,0,0,1,2018-09-25T23:31:13Z,50,0,0,42899.jpg,0.0,0,Romero,0,Romero,0,Sergio Romero,315,Manchester United,2,180,0,0,0.0,0.0,0.0,0.0,Unfilled
133,163,2,2,2018-07-29T08:31:08Z,57,0,0,55909.jpg,3.0,0,Smalling,96,Smalling,1,Chris Smalling,190,Manchester United,18,1212,1,1,0.4,0.64,0.03,0.05,Unfilled
134,0,0,2,2018-12-01T17:01:14Z,49,0,0,58893.jpg,0.0,0,Rojo,0,Rojo,0,Marcos Rojo,176,Manchester United,21,1658,1,0,1.03,0.27,0.06,0.01,Unfilled
135,69,1,2,2018-10-24T09:01:16Z,64,0,0,20695.jpg,2.5,0,Valencia,3,Valencia,2,Antonio Valencia,189,Manchester United,28,2488,1,3,1.85,2.63,0.07,0.1,Unfilled
