,bps,clean_sheets,element_type,news_added,now_cost,own_goals,penalties_missed,photo,points_per_game,red_cards,second_name,threat,web_name,yellow_cards,Player,PID,Team,Apps,Minutes,Goals,Assists,xG,xA,xG90,xA90,Position
31,165,3,3,,46,0,0,15237.jpg,1.9,0,Surman,36,Surman,2,Andrew Surman,241,Bournemouth,15,1170,0,0,0.27,0.45,0.02,0.03,Unfilled
32,176,2,3,2019-02-09T17:01:20Z,60,0,0,56872.jpg,2.5,0,Stanislas,312,Stanislas,1,Junior Stanislas,138,Bournemouth,19,956,1,3,2.58,2.49,0.24,0.23,Unfilled
33,145,3,3,2019-01-09T14:31:17Z,47,0,0,40387.jpg,1.7,0,Gosling,137,Gosling,5,Dan Gosling,242,Bournemouth,19,1252,0,0,1.15,0.48,0.08,0.03,Unfilled
34,64,0,3,,50,0,0,103912.jpg,1.4,0,Ibe,98,Ibe,0,Jordon Ibe,243,Bournemouth,14,507,0,1,0.58,0.37,0.1,0.07,Unfilled
35,91,3,3,2018-12-06T14:31:16Z,47,0,0,155408.jpg,1.7,0,Cook,36,Lewis Cook,2,Lewis Cook,371,Bournemouth,13,718,0,0,0.13,0.06,0.02,0.01,Unfilled
36,521,6,3,2019-01-11T10:01:18Z,61,0,0,90105.jpg,4.6,0,Fraser,459,Fraser,1,Ryan Fraser,48,Bournemouth,27,2225,5,9,2.98,9.11,0.12,0.37,Unfilled
37,289,7,3,2019-01-30T22:01:18Z,50,0,0,111317.jpg,4.3,0,Brooks,522,Brooks,2,David Brooks,41,Bournemouth,22,1632,6,4,5.55,3.46,0.31,0.19,Unfilled
38,367,6,4,2019-01-09T14:31:17Z,63,0,1,75115.jpg,5.4,0,Wilson,753,Wilson,3,Callum Wilson,12,Bournemouth,21,1744,10,5,9.56,4.42,0.49,0.23,Unfilled
39,40,0,4,2018-09-01T13:01:13Z,49,0,0,178304.jpg,0.9,0,Mousset,85,Mousset,1,Lys Mousset,364,Bournemouth,18,165,0,0,0.27,0.22,0.15,0.12,Unfilled
40,356,7,4,2019-01-21T15:01:18Z,64,0,1,78007.jpg,4.4,0,King,780,King,1,Joshua King,17,Bournemouth,24,2050,9,3,9.29,3.4,0.41,0.15,Unfilled
41,12,0,4,2019-01-07T00:31:16Z,56,0,0,7958.jpg,1.0,0,Defoe,23,Defoe,0,Jermain Defoe,305,Bournemouth,4,13,0,0,0.13,0.0,0.91,0.0,Unfilled
42,97,2,2,2019-02-06T01:31:23Z,44,0,0,57328.jpg,2.2,0,Clyne,40,Clyne,1,Nathaniel Clyne,277,Bournemouth--Liverpool,9,553,0,0,0.08,0.0,0.01,0.0,Unfilled
43,13,0,4,2018-11-28T00:01:15Z,47,0,0,154566.jpg,1.7,0,Solanke,95,Solanke,0,Dominic Solanke,356,Bournemouth,3,182,0,0,0.53,0.07,0.26,0.04,Unfilled
44,73,0,2,2018-09-28T10:01:14Z,41,0,0,171129.jpg,0.5,0,Rico,19,Rico,1,Diego Rico,395,Bournemouth,8,503,0,0,0.09,1.18,0.02,0.21,Unfilled
45,250,6,3,2019-02-23T18:01:19Z,45,1,0,152551.jpg,2.1,0,Lerma,153,Lerma,10,Jefferson Lerma,192,Bournemouth,21,1759,1,0,0.63,0.62,0.03,0.03,Unfilled
46,399,5,2,2019-02-16T17:31:21Z,44,0,0,83299.jpg,2.6,1,Dunk,166,Dunk,4,Lewis Dunk,125,Brighton,25,2164,2,0,1.48,0.32,0.06,0.01,Unfilled
47,411,5,2,2018-12-04T22:01:16Z,47,0,0,61933.jpg,3.7,1,Duffy,382,Duffy,4,Shane Duffy,52,Brighton,24,2097,5,1,3.02,0.17,0.13,0.01,Unfilled
48,86,0,2,2019-02-16T17:31:21Z,42,0,0,52484.jpg,1.9,0,Balogun,27,Balogun,2,Leon Balogun,133,Brighton,8,589,1,0,0.08,0.0,0.01,0.0,Unfilled
49,209,2,3,,52,0,0,83543.jpg,2.5,0,Knockaert,277,Knockaert,3,Anthony Knockaert,204,Brighton,22,1284,1,5,1.74,2.72,0.12,0.19,Unfilled
50,235,3,3,2019-02-02T17:01:21Z,44,0,0,40845.jpg,2.0,1,Stephens,46,Stephens,4,Dale Stephens,211,Brighton,20,1585,1,0,0.15,0.38,0.01,0.02,Unfilled
51,114,3,3,,44,0,0,38490.jpg,2.3,0,Kayal,49,Kayal,4,Beram Kayal,218,Brighton,12,708,1,1,0.24,1.18,0.03,0.15,Unfilled
52,263,2,3,2019-02-26T22:31:20Z,67,0,1,60307.jpg,3.1,0,Groß,290,Groß,0,Pascal Groß,97,Brighton,19,1390,2,2,3.1,4.79,0.2,0.31,Unfilled
53,284,3,3,2019-02-16T17:31:21Z,48,0,0,66242.jpg,2.5,0,Pröpper,113,Pröpper,2,Davy Pröpper,210,Brighton,23,2046,1,1,0.95,1.03,0.04,0.05,Unfilled
54,256,3,4,2019-02-16T17:31:21Z,63,0,0,20529.jpg,3.5,0,Murray,613,Murray,3,Glenn Murray,14,Brighton,27,1785,10,0,8.84,0.56,0.45,0.03,Unfilled
55,134,3,4,2019-02-16T20:31:20Z,53,0,0,106757.jpg,2.1,0,Locadia,332,Locadia,1,Jürgen Locadia,128,Brighton,21,1011,2,0,3.27,0.95,0.29,0.08,Unfilled
56,62,1,4,2019-02-10T12:01:20Z,50,0,0,93284.jpg,1.9,0,Andone,271,Andone,1,Florin Andone,120,Brighton,15,521,2,0,2.68,0.04,0.46,0.01,Unfilled
57,83,1,3,2019-01-17T14:01:18Z,46,0,0,227127.jpg,1.4,0,Bissouma,136,Bissouma,3,Yves Bissouma,407,Brighton,19,1004,0,0,1.61,0.28,0.14,0.03,Unfilled
58,283,2,2,,43,0,0,86153.jpg,1.7,0,Montoya,47,Montoya,3,Martín Montoya,372,Brighton,19,1710,0,1,0.14,1.17,0.01,0.06,Unfilled
59,168,2,1,2018-08-12T12:31:12Z,48,0,0,21205.jpg,3.7,0,Heaton,0,Heaton,1,Tom Heaton,350,Burnley,9,810,0,0,0.0,0.04,0.0,0.0,Unfilled
60,193,3,2,2019-01-24T16:01:21Z,46,0,0,68983.jpg,1.5,0,Lowton,28,Lowton,5,Matthew Lowton,351,Burnley,15,1203,0,0,0.06,0.34,0.0,0.03,Unfilled
61,424,6,2,,46,1,0,51927.jpg,2.3,0,Mee,165,Mee,7,Ben Mee,352,Burnley,28,2520,0,2,0.7,1.43,0.02,0.05,Unfilled
62,44,1,2,2018-10-16T15:31:15Z,47,0,0,40616.jpg,2.3,0,Ward,19,Ward,1,Stephen Ward,353,Burnley,3,235,0,0,0.08,0.05,0.03,0.02,Unfilled
63,381,5,2,2018-12-01T15:01:16Z,47,0,0,17761.jpg,2.9,0,Tarkowski,361,Tarkowski,5,James Tarkowski,84,Burnley,25,2186,3,0,3.48,0.1,0.14,0.0,Unfilled
64,101,1,2,2019-02-07T16:01:20Z,41,0,0,41674.jpg,2.7,0,Long,8,Long,0,Kevin Long,363,Burnley,6,514,0,1,0.03,0.41,0.01,0.07,Unfilled
65,176,3,2,2019-01-24T16:01:21Z,42,0,0,17997.jpg,1.9,0,Bardsley,63,Bardsley,8,Phil Bardsley,323,Burnley,15,1317,0,0,0.24,1.24,0.02,0.08,Unfilled
66,275,5,3,2019-01-10T16:01:17Z,55,0,0,60586.jpg,3.5,0,Gudmundsson,323,Gudmundsson,2,Johann Berg Gudmundsson,111,Burnley,21,1488,2,5,1.93,3.24,0.12,0.2,Unfilled
67,70,0,3,2019-01-31T16:01:19Z,53,0,0,39847.jpg,1.7,0,Defour,0,Defour,0,Steven Defour,354,Burnley,6,459,0,0,0.0,0.05,0.0,0.01,Unfilled
68,179,2,3,,52,0,0,83314.jpg,2.2,0,Hendrick,207,Hendrick,3,Jeff Hendrick,188,Burnley,23,1434,1,0,1.6,0.85,0.1,0.05,Unfilled
69,59,1,3,2019-01-28T02:31:22Z,54,0,0,90517.jpg,1.3,1,Brady,81,Brady,3,Robbie Brady,317,Burnley,12,589,0,1,0.38,0.67,0.06,0.1,Unfilled
70,346,5,3,2019-02-26T22:31:20Z,46,0,0,60551.jpg,2.9,0,Westwood,146,Westwood,4,Ashley Westwood,296,Burnley,24,1917,0,5,0.99,3.65,0.05,0.17,Unfilled
71,337,6,3,2018-11-10T14:01:14Z,46,0,0,40145.jpg,2.4,0,Cork,186,Cork,5,Jack Cork,162,Burnley,27,2415,1,2,1.06,1.97,0.04,0.07,Unfilled
72,133,3,3,2018-12-19T01:01:16Z,49,0,0,17349.jpg,2.6,0,Lennon,108,Lennon,1,Aaron Lennon,149,Burnley,16,1223,1,1,0.92,0.66,0.07,0.05,Unfilled
73,130,2,4,2019-01-31T19:31:20Z,53,0,0,40399.jpg,2.4,0,Vokes,292,Vokes,0,Sam Vokes,83,Burnley,20,918,3,0,2.73,0.9,0.27,0.09,Unfilled
74,268,5,4,2018-07-24T09:01:08Z,57,0,0,44699.jpg,3.3,0,Barnes,711,Barnes,5,Ashley Barnes,25,Burnley,27,1497,8,2,10.3,2.51,0.62,0.15,Unfilled
75,242,5,4,2018-08-12T12:31:12Z,62,0,0,60689.jpg,3.0,0,Wood,623,Wood,2,Chris Wood,33,Burnley,28,1763,7,0,5.69,1.43,0.29,0.07,Unfilled
76,378,4,1,,43,0,0,15749.jpg,3.6,0,Hart,0,Hart,0,Joe Hart,281,Burnley,19,1710,0,0,0.0,0.02,0.0,0.0,Unfilled
77,17,0,2,2018-09-03T16:31:13Z,48,0,0,83312.jpg,6.0,0,Gibson,33,Gibson,1,Ben Gibson,184,Burnley,1,67,1,0,0.91,0.0,1.22,0.0,Unfilled
78,42,0,4,2018-08-10T14:31:13Z,56,0,0,81183.jpg,1.6,0,Vydra,91,Vydra,1,Matej Vydra,178,Burnley,9,273,1,0,1.45,0.05,0.48,0.02,Unfilled
79,161,3,3,,44,0,0,433154.jpg,3.4,0,McNeil,206,McNeil,1,Dwight McNeil,221,Burnley,11,820,1,3,1.36,2.23,0.15,0.24,Unfilled
80,12,0,4,,45,0,0,3773.jpg,2.0,0,Crouch,46,Crouch,1,Peter Crouch,324,Burnley,2,29,0,0,0.1,0.0,0.32,0.0,Unfilled
81,194,5,3,2019-01-30T15:31:18Z,49,0,0,48615.jpg,1.8,0,Arter,142,Arter,7,Harry Arter,327,Cardiff,22,1781,0,0,0.65,0.61,0.03,0.03,Unfilled
82,462,7,2,,47,0,0,19523.jpg,3.6,0,Bamba,304,Bamba,6,Sol Bamba,63,Cardiff,27,2430,4,1,3.52,0.14,0.13,0.01,Unfilled
83,425,7,2,,44,0,0,49382.jpg,2.5,0,Ecuele Manga,104,Ecuele Manga,0,Bruno Ecuele Manga,392,Cardiff,28,2520,0,1,0.4,0.29,0.01,0.01,Unfilled
84,294,6,2,2018-12-26T14:01:16Z,44,0,0,56981.jpg,2.7,0,Bennett,43,Bennett,2,Joe Bennett,334,Cardiff,20,1772,0,1,0.21,0.65,0.01,0.03,Unfilled
85,99,2,3,2018-08-25T18:01:15Z,48,0,0,76360.jpg,2.1,0,Mendez-Laing,140,Mendez-Laing,0,Nathaniel Mendez-Laing,223,Cardiff,12,503,1,0,0.43,0.42,0.08,0.07,Unfilled
86,221,5,3,2018-12-29T15:01:17Z,50,0,0,122797.jpg,3.1,0,Paterson,539,Paterson,4,Callum Paterson,64,Cardiff,25,1961,4,1,4.95,2.26,0.23,0.1,Unfilled
87,197,5,3,2018-10-20T16:31:16Z,44,0,0,49845.jpg,2.7,0,Gunnarsson,139,Gunnarsson,3,Aron Gunnarsson,230,Cardiff,18,1467,1,1,1.64,1.17,0.1,0.07,Unfilled
88,58,0,3,2018-12-07T12:31:15Z,43,0,0,75826.jpg,1.7,0,Ward,69,Ward,0,Danny Ward,224,Cardiff,11,327,1,0,0.23,0.18,0.06,0.05,Unfilled
89,0,0,1,,43,0,0,95463.jpg,0.0,0,Ward,0,Ward,0,Danny Ward,224,Cardiff,11,327,1,0,0.23,0.18,0.06,0.05,Unfilled
90,116,5,3,2019-02-01T13:31:21Z,48,0,0,114245.jpg,2.5,0,Murphy,459,Murphy,1,Josh Murphy,92,Cardiff,22,1333,3,0,3.43,1.35,0.23,0.09,Unfilled
91,57,1,4,2018-12-27T20:31:17Z,46,0,0,82078.jpg,1.9,0,Zohore,219,Zohore,1,Kenneth Zohore,227,Cardiff,12,436,1,1,1.24,0.33,0.26,0.07,Unfilled
92,220,3,4,,52,0,0,96994.jpg,3.1,0,Reid,296,Reid,0,Bobby Reid,65,Cardiff,21,1155,4,2,3.4,0.62,0.26,0.05,Unfilled
93,18,2,4,2019-02-22T22:31:20Z,50,0,0,113688.jpg,1.5,0,Niasse,156,Niasse,0,Oumar Niasse,276,Cardiff--Everton,10,429,0,0,1.21,0.75,0.25,0.16,Unfilled
94,281,6,3,2019-02-25T12:01:21Z,46,0,0,175946.jpg,3.2,0,Camarasa,235,Camarasa,5,Víctor Camarasa,88,Cardiff,23,1908,3,3,1.87,2.33,0.09,0.11,Unfilled
95,77,1,3,2019-01-06T17:01:16Z,45,0,0,78911.jpg,1.9,0,Harris,87,Harris,1,Kadeem Harris,229,Cardiff,12,338,1,0,0.89,0.51,0.24,0.14,Unfilled
96,23,0,2,,45,0,0,74297.jpg,0.5,0,Bacuna,18,Bacuna,1,Leandro Bacuna,297,Cardiff,4,210,0,0,0.05,0.0,0.02,0.0,Unfilled
97,562,11,2,,63,0,0,41328.jpg,3.8,0,Azpilicueta,128,Azpilicueta,1,César Azpilicueta,298,Chelsea,26,2340,0,2,0.32,1.76,0.01,0.07,Unfilled
98,3,0,2,2019-02-08T14:01:21Z,50,0,0,19419.jpg,1.0,0,Cahill,0,Cahill,0,Gary Cahill,301,Chelsea,1,21,0,0,0.0,0.0,0.0,0.0,Unfilled
99,554,11,2,,64,0,0,82263.jpg,5.0,0,Alonso,352,Alonso,5,Marcos Alonso,181,Chelsea,25,2224,1,3,2.74,2.34,0.11,0.09,Unfilled
100,568,11,2,2018-07-05T14:31:07Z,59,0,0,41270.jpg,4.7,0,Luiz Moreira Marinho,243,David Luiz,2,David Luiz Moreira Marinho,112,Chelsea,25,2250,2,2,2.35,2.19,0.09,0.09,Unfilled
101,3,0,2,2019-01-25T14:31:20Z,55,0,0,49013.jpg,1.0,0,Moses,6,Moses,0,Victor Moses,264,Chelsea,2,24,0,0,0.0,0.11,0.0,0.4,Unfilled
102,493,10,2,2018-10-20T11:31:16Z,59,0,0,102380.jpg,3.7,0,Rüdiger,236,Rüdiger,4,Antonio Rüdiger,191,Chelsea,25,2229,1,0,2.58,0.9,0.1,0.04,Unfilled
103,42,1,2,2018-12-20T12:31:15Z,50,0,0,135363.jpg,3.0,0,Christensen,0,Christensen,1,Andreas Christensen,234,Chelsea,2,180,0,0,0.0,0.0,0.0,0.0,Unfilled
104,5,0,2,2019-02-24T20:01:23Z,50,0,0,105700.jpg,1.0,0,Zappacosta,21,Zappacosta,0,Davide Zappacosta,342,Chelsea,2,14,0,0,0.15,0.0,0.98,0.0,Unfilled
105,594,9,3,2018-12-16T16:31:16Z,108,0,0,42786.jpg,6.6,0,Hazard,1062,Hazard,2,Eden Hazard,6,Chelsea,25,2026,12,10,9.9,7.64,0.44,0.34,Unfilled
106,36,0,3,2019-01-05T21:01:16Z,62,0,0,17878.jpg,1.0,0,Fàbregas,14,Fàbregas,1,Cesc Fàbregas,299,Chelsea,6,167,0,0,0.06,0.22,0.03,0.12,Unfilled
107,429,11,3,,50,0,0,116594.jpg,3.5,0,Kanté,273,Kanté,3,N'Golo Kanté,79,Chelsea,26,2325,3,4,1.91,3.07,0.07,0.12,Unfilled
108,229,6,3,2018-12-02T12:01:14Z,51,0,0,88894.jpg,3.1,0,Barkley,326,Barkley,1,Ross Barkley,76,Chelsea,21,884,3,4,2.67,1.77,0.27,0.18,Unfilled
109,113,1,3,2019-01-05T21:01:16Z,52,0,0,126187.jpg,2.8,0,Loftus-Cheek,123,Loftus-Cheek,0,Ruben Loftus-Cheek,77,Chelsea,12,359,3,0,1.13,0.35,0.28,0.09,Unfilled
110,128,5,4,2018-12-30T17:01:16Z,77,0,0,44346.jpg,2.2,0,Giroud,324,Giroud,1,Olivier Giroud,143,Chelsea,19,640,1,4,2.43,2.21,0.34,0.31,Unfilled
111,119,6,4,2019-01-28T16:01:22Z,84,0,0,88482.jpg,2.9,0,Morata,523,Morata,3,Álvaro Morata,49,Chelsea,16,951,5,0,6.41,0.21,0.61,0.02,Unfilled
112,258,7,3,2018-12-16T13:31:16Z,57,0,0,91651.jpg,2.2,0,Kovacic,262,Kovacic,1,Mateo Kovacic,376,Chelsea,23,1283,0,2,1.74,1.81,0.12,0.13,Unfilled
113,71,1,4,,95,0,0,40232.jpg,5.7,0,Higuaín,139,Higuaín,0,Gonzalo Higuaín,110,Chelsea,3,247,2,0,0.93,0.45,0.34,0.16,Unfilled
114,295,5,1,2019-01-16T10:01:19Z,45,0,0,20066.jpg,3.8,0,Hennessey,0,Hennessey,0,Wayne Hennessey,249,Crystal Palace,17,1486,0,0,0.0,0.0,0.0,0.0,Unfilled
115,16,0,1,2019-02-08T15:01:21Z,39,0,0,11554.jpg,1.0,0,Speroni,0,Speroni,0,Julian Speroni,256,Crystal Palace,1,90,0,0,0.0,0.0,0.0,0.0,Unfilled
116,169,4,1,2019-01-12T17:31:18Z,42,0,0,40836.jpg,4.0,0,Guaita,0,Guaita,2,Vicente Guaita,375,Crystal Palace,10,854,0,0,0.0,0.0,0.0,0.0,Unfilled
117,402,8,2,2019-02-08T15:01:21Z,43,0,0,49413.jpg,3.0,0,Tomkins,236,Tomkins,5,James Tomkins,145,Crystal Palace,23,2041,1,1,0.84,1.27,0.04,0.06,Unfilled
118,6,0,2,2018-07-05T14:31:07Z,44,0,0,19188.jpg,1.0,0,Dann,0,Dann,0,Scott Dann,251,Crystal Palace,2,13,0,0,0.0,0.0,0.0,0.0,Unfilled
119,63,1,2,2019-02-22T13:31:20Z,39,0,0,58786.jpg,2.4,0,Kelly,4,Kelly,0,Martin Kelly,258,Crystal Palace,5,389,0,0,0.06,0.0,0.01,0.0,Unfilled
120,202,2,2,,44,0,0,86417.jpg,2.9,0,Schlupp,345,Schlupp,1,Jeffrey Schlupp,58,Crystal Palace,23,1089,4,0,2.27,0.51,0.19,0.04,Unfilled
121,458,9,2,2018-12-08T17:31:17Z,54,0,0,74230.jpg,3.7,0,van Aanholt,350,van Aanholt,3,Patrick van Aanholt,164,Crystal Palace,27,2398,1,2,1.83,3.87,0.07,0.15,Unfilled
122,533,9,2,2019-02-23T20:01:19Z,49,0,0,40784.jpg,3.3,0,Sakho,47,Sakho,2,Mamadou Sakho,244,Crystal Palace,27,2418,0,0,0.67,0.19,0.02,0.01,Unfilled
123,462,9,2,2019-02-22T13:31:20Z,45,0,0,214590.jpg,3.4,1,Wan-Bissaka,127,Wan-Bissaka,4,Aaron Wan-Bissaka,405,Crystal Palace,25,2236,0,1,0.28,1.43,0.01,0.06,Unfilled
124,338,9,3,,48,0,0,50471.jpg,3.2,0,McArthur,323,McArthur,6,James McArthur,103,Crystal Palace,27,2265,2,5,3.18,2.37,0.13,0.09,Unfilled
125,4,0,3,2018-08-12T10:04:56Z,49,0,0,44343.jpg,1.0,0,Sako,0,Sako,0,Bakary Sako,255,Crystal Palace,1,1,0,0,0.0,0.0,0.0,0.0,Unfilled
126,369,9,3,,59,0,0,60252.jpg,3.6,0,Townsend,401,Townsend,1,Andros Townsend,61,Crystal Palace,27,2392,4,3,3.02,2.64,0.11,0.1,Unfilled
127,500,9,3,,62,0,1,66975.jpg,4.2,0,Milivojevic,379,Milivojevic,8,Luka Milivojevic,26,Crystal Palace,27,2430,8,1,7.77,2.0,0.29,0.07,Unfilled
128,282,7,4,2019-01-30T22:01:19Z,68,0,0,82403.jpg,3.9,1,Zaha,854,Zaha,6,Wilfried Zaha,27,Crystal Palace,23,2068,7,2,4.57,3.14,0.2,0.14,Unfilled
129,7,2,4,2018-09-06T10:01:13Z,63,0,0,54861.jpg,1.7,0,Benteke,239,Benteke,0,Christian Benteke,279,Crystal Palace,7,474,0,0,2.68,0.43,0.51,0.08,Unfilled
130,179,8,3,2019-01-30T23:01:18Z,47,0,0,55037.jpg,2.3,0,Kouyaté,171,Kouyaté,2,Cheikhou Kouyaté,260,Crystal Palace,22,1459,0,1,1.39,0.65,0.09,0.04,Unfilled
131,18,0,2,2018-11-10T16:31:13Z,43,0,0,55494.jpg,1.3,0,Ward,4,Ward,0,Joel Ward,250,Crystal Palace,3,190,0,0,0.34,0.0,0.16,0.0,Unfilled
132,3,0,2,2019-01-05T21:01:16Z,42,0,0,79228.jpg,1.0,0,Souaré,0,Souaré,0,Pape Souaré,252,Crystal Palace,1,1,0,0,0.0,0.0,0.0,0.0,Unfilled
133,20,0,4,2018-11-02T14:31:13Z,49,0,0,59125.jpg,1.6,0,Wickham,53,Wickham,0,Connor Wickham,254,Crystal Palace,5,55,0,1,0.34,0.42,0.56,0.69,Unfilled
134,169,4,3,2018-10-19T14:31:16Z,56,0,0,141020.jpg,2.3,0,Meyer,352,Meyer,2,Max Meyer,132,Crystal Palace,20,983,1,2,1.67,0.74,0.15,0.07,Unfilled
